# Wordlist

# DATA
ID	CHECK_SEGMENTS	CLUSTERFORMAT	CLUSTERID	CONCEPT	CONCEPT_KEY	DOCULECT	IPA	MORPHEMES	OB_ATTESTED	OLD_BURMESE	ORIGINAL_CONCEPT	ORIGINAL_ENTRY	ORIGINAL_TAXNAME	PCOGSETS	PROSTRING	TOKENS	METAGLOSS
110	! @nh36	0 4	25	dirty	1429	Achang_Luxi	tshaʔ⁵⁵	tsʰ a ʔ ⁵⁵	?	?	dirty	tshaʔ⁵⁵  | 606	Achang (Luxi) JZ-Achang	4	CVcT	tsh a ʔ ⁵⁵	dirty
111	! @nh36	3	26	dirty	1429	Xiandao	ɤk³⁵	ɤ k ³⁵	?	?	dirty	ɤk³⁵  | 1086.29	Achang (Xiandao) TBL	3	VcT	ɤ k ³⁵	dirty
112	! @nh36	0 4	25	dirty	1429	Atsi	tʃhaʔ⁵⁵	tʃʰ a ʔ ⁵⁵	?	?	dirty	tʃhaʔ⁵⁵  | 1086.30	Atsi [Zaiwa] TBL	4	CVcT	tʃh a ʔ ⁵⁵	dirty
113	! @nh36	5 4	25	dirty	1429	Atsi	kot²¹	k o t ²¹ + tʃʰ a ʔ ⁵⁵	?	?	dirty	kot²¹; tʃhaʔ⁵⁵  | 854.42	Atsi [Zaiwa] ZMYYC	5 4	CVcTCVcT	k o t ²¹	dirty
114	! @nh36	6	27	dirty	1429	Bola	lu̱³⁵	l u̱ ³⁵	?	?	dirty	lu̱³⁵  | 1086.32	Bola (Luxi) TBL	6	CVT	l u̱ ³⁵	dirty
115	! @nh36	7 8	29	dirty	1429	Burmese_ZMYYC	ñacpat	ȵ ɑ + s p ɑ t	?	?	dirty	ȵɑs pɑt  | 854.39	Burmese (Written) ZMYYC	7 8	CVcCVc	ñ a c ◦ p a t	dirty
116	! @nh36	6	27	dirty	1429	Maru	la̱u³⁵	l a̱ u ³⁵	?	?	dirty	la̱u³⁵  | 1086.31	Langsu (Luxi) TBL	6	CVT	l a̱u ³⁵	dirty
117	! @nh36	9 10	30	dirty	1429	Lashi	a³¹san⁵⁵	a ³¹ + s a n ⁵⁵	?	?	dirty	a³¹ san⁵⁵  | 1086.33	Leqi (Luxi) TBL	9 10	VTCVcT	a ³¹ ◦ s a n ⁵⁵	dirty
#
491	! @nh36	1 2 0	95	do not have	1893	Achang_Longchuan	mă⁵¹pɔ⁵⁵	m ă ⁵¹ + p ɔ ⁵⁵	?	?	have, do not v.	mă⁵¹ pɔ⁵⁵  | 1519.28	Achang (Longchuan) TBL	1 2	CVTCVT	m ă ⁵¹ ◦ p ɔ ⁵⁵	not
492	! @nh36	1 2 0	95	do not have	1893	Xiandao	m³¹pɔ³⁵	m ³¹ + p ɔ ³⁵	?	?	have, do not v.	m³¹ pɔ³⁵  | 1519.29	Achang (Xiandao) TBL	1 2	CTCVT	m ³¹ p ɔ ³⁵	not
493	! @nh36	1 0 3	95	do not have	1893	Atsi	ă²¹vo⁵⁵	ă ²¹ + v o ⁵⁵	?	?	have, do not v.	ă²¹ vo⁵⁵  | 1519.30	Atsi [Zaiwa] TBL	1 3	VTCVT	ă ²¹ ◦ v o ⁵⁵	not
494	! @nh36	1 0 3	95	do not have	1893	Bola	a³¹ɣa³⁵	a ³¹ + ɣ a ³⁵	?	?	have, do not v.	a³¹ ɣa³⁵  | 1519.32	Bola (Luxi) TBL	1 3	VTCVT	a ³¹ ◦ ɣ a ³⁵	not
495	! @nh36	1 0 3	95	do not have	1893	Maru	mə̆³¹ɣɔ⁵⁵	m ə̆ ³¹ + ɣ ɔ ⁵⁵	?	?	have, do not v.	mə̆³¹ ɣɔ⁵⁵  | 1519.31	Langsu (Luxi) TBL	1 3	CVTCVT	m ə̆ ³¹ ◦ ɣ ɔ ⁵⁵	not
496	! @nh36	1 0 3	95	do not have	1893	Lashi	a³¹ju⁵⁵	a ³¹ + j u ⁵⁵	?	?	have, do not v.	a³¹ ju⁵⁵  | 1519.33	Leqi (Luxi) TBL	1 3	VTCVT	a ³¹ ◦ j u ⁵⁵	not
#
118	! @nh36	5	33	dry	1424	Achang_Lianghe	kɑ̃³¹	k ɑ̃ ³¹	?	?	dry	kɑ̃³¹  | 631.45	Achang (Lianghe) JZ-Achang	5	CVVT	k ɑ̃ ∼ ³¹	dry
119	! @nh36	8	37	dry	1424	Achang_Longchuan	səʔ⁵⁵	s ə ʔ ⁵⁵	?	?	dry	səʔ⁵⁵  | 1028.28	Achang (Longchuan) TBL	8	CVcT	s ə ʔ ⁵⁵	dry
120	! @nh36	3	34	dry	1424	Achang_Luxi	wui⁵¹	w u i ⁵¹	?	?	dry	wui⁵¹  | 091003	Achang (Luxi) JZ-Achang	3	CVT	w ui ⁵¹	dry
121	! @nh36	7	38	dry	1424	Xiandao	tsui³⁵	ts u i ³⁵	?	?	dry	tsui³⁵  | 1028.29	Achang (Xiandao) TBL	7	CVT	ts ui ³⁵	dry
122	! @nh36	6	32	dry	1424	Atsi	xui⁵⁵	x u i ⁵⁵	?	?	dry	xui⁵⁵  | 1028.30	Atsi [Zaiwa] TBL	6	CVT	x ui ⁵⁵	dry
123	! @nh36	6	32	dry	1424	Bola	kja̱uʔ⁵⁵	k j a̱ u ʔ ⁵⁵	?	?	dry	kja̱uʔ⁵⁵  | 1028.32	Bola (Luxi) TBL	6	CCVcT	k j a̱u ʔ ⁵⁵	dry
124	! @nh36	6	32	dry	1424	Burmese_ZMYYC	khrok	kʰ r ɔ k	?	khro₂k	dry	khrɔk  | 864.39	Burmese (Written) ZMYYC	6	CCVc	kh r o k	dry
125	! @nh36	6	32	dry	1424	Hpun	xàʔ	x à ʔ	?	?	dry	xàʔ, xòʔ  | 8	Hpun (Northern) EJAH-Hpun	6	CVc	x à ʔ	dry
126	! @nh36	6	32	dry	1424	Hpun	xòʔ	x ò ʔ	?	?	dry	xàʔ, xòʔ  | 8	Hpun (Northern) EJAH-Hpun	6	CVc	x ò ʔ	dry
127	! @nh36	6	32	dry	1424	Maru	fai⁵⁵	f a i ⁵⁵	?	?	dry	fai⁵⁵  | 1028.31	Langsu (Luxi) TBL	6	CVT	f ai ⁵⁵	dry
128	! @nh36	6	32	dry	1424	Lashi	kju̱ːʔ⁵⁵	k j u̱ː ʔ ⁵⁵	?	?	dry	kju̱ːʔ⁵⁵  | 1028.33	Leqi (Luxi) TBL	6	CCVcT	k j u̱ː ʔ ⁵⁵	dry
129	! @nh36	6	32	dry	1424	Maru	tjaù'	t j a ù '	?	?	dry	tjaù'  | 448	Maru [Langsu] JO-PB	6	CCV	t j aù	dry
#
162	! @nh36	1 2 3 4	41	eight	1276	Achang_Lianghe	tɑ³¹pjɑ³¹mɛ³¹luŋ³⁵	t ɑ ³¹ + p j ɑ ³¹ + m ɛ ³¹ + l u ŋ ³⁵	?	?	eight	tɑ³¹ pjɑ³¹ mɛ³¹ luŋ³⁵  | 0405.22	Achang (Lianghe) JZ-Achang	1 2 3 4	CVTCCVTCVTCVcT	t ɑ ³¹ ◦ p j ɑ ³¹ ◦ m ɛ ³¹ ◦ l u ŋ ³⁵	eight
163	! @nh36	5 0 0 0	40	eight	1276	Achang_Longchuan	ɕet⁵⁵	ɕ e t ⁵⁵	?	?	eight	ɕet⁵⁵  | 0804.28	Achang (Longchuan) TBL	5	CVcT	ɕ e t ⁵⁵	eight
164	! @nh36	6	42	eight	1276	Achang_Luxi	phən³¹khɯ³⁵	?	?	?	eight	phən³¹ khɯ³⁵  | 0524.28	Achang (Luxi) JZ-Achang	6	CVcTCVT	ph ə n ³¹ ◦ kh ɯ ³⁵	eight
165	! @nh36	5 0 0 0	40	eight	1276	Xiandao	çɛʈ⁵⁵	c ̧ ɛ ʈ ⁵⁵	?	?	eight	çɛʈ⁵⁵  | 0804.29	Achang (Xiandao) TBL	5	CVcT	ç ɛ ʈ ⁵⁵	eight
166	! @nh36	5 0 0 0	40	eight	1276	Atsi	ʃit⁵⁵	ʃ i t ⁵⁵	?	?	eight	ʃit⁵⁵  | 0804.30	Atsi [Zaiwa] TBL	5	CVcT	ʃ i t ⁵⁵	eight
167	! @nh36	5 0 0 0	40	eight	1276	Bola	ʃɛʔ⁵⁵	ʃ ɛ ʔ ⁵⁵	?	?	eight	ʃɛʔ⁵⁵  | 0804.32	Bola (Luxi) TBL	5	CVcT	ʃ ɛ ʔ ⁵⁵	eight
168	! @nh36	5 0 0 0	40	eight	1276	Burmese_ZMYYC	rhac	h r ɑ s	?	rhyat	eight	hrɑs  | 918.39	Burmese (Written) ZMYYC	5	CVc	rh a c	eight
169	1 @lingulist, ! @nh36	5 7 8 9	40	eight	1276	Hpun	ʃìʔyɔ́ŋ	ʃ ì + ʔ y ɔ́ + ŋ m à + ŋ t à ŋ	?	?	eight	ʃìʔ yɔ́ŋ; màŋtàŋ  | 13	Hpun (Northern) EJAH-Hpun	5 7 8 9	CVCCVcCVcCVc	ʃ ì ʔ ◦ y ɔ́ ŋ	eight
170	! @nh36	5 0 0 0	40	eight	1276	Maru	ʃɛʔ⁵⁵	ʃ ɛ ʔ ⁵⁵	?	?	eight	ʃɛʔ⁵⁵  | 0804.31	Langsu (Luxi) TBL	5	CVcT	ʃ ɛ ʔ ⁵⁵	eight
171	! @nh36	5 0 0 0	40	eight	1276	Lashi	ʃɛ̱t⁵⁵	ʃ ɛ̱ t ⁵⁵	?	?	eight	ʃɛ̱t⁵⁵  | 0804.33	Leqi (Luxi) TBL	5	CVcT	ʃ ɛ̱ t ⁵⁵	eight
#
172	! @nh36	1	43	far	1233	Achang_Lianghe	wɑi³¹	w ɑ i ³¹	?	?	far	wɑi³¹  | 0123.26	Achang (Lianghe) JZ-Achang	1	CVT	w ɑi ³¹	far
173	! @nh36	1	43	far	1233	Achang_Longchuan	ve³¹	v e ³¹	?	?	far	ve³¹  | 0974.28	Achang (Longchuan) TBL	1	CVT	v e ³¹	far
174	! @nh36	1	43	far	1233	Achang_Luxi	wɛ⁵¹	w ɛ ⁵¹	?	?	far	wɛ⁵¹  | 0943.17	Achang (Luxi) JZ-Achang	1	CVT	w ɛ ⁵¹	far
175	! @nh36	1	43	far	1233	Xiandao	vɛ³¹	v ɛ ³¹	?	?	far	vɛ³¹  | 0974.29	Achang (Xiandao) TBL	1	CVT	v ɛ ³¹	far
176	! @nh36	1	43	far	1233	Atsi	ve²¹	v e ²¹	?	?	far	ve²¹  | 0974.30	Atsi [Zaiwa] TBL	1	CVT	v e ²¹	far
177	! @nh36	1	43	far	1233	Bola	vɛ³¹	v ɛ ³¹	?	?	far	vɛ³¹  | 0974.32	Bola (Luxi) TBL	1	CVT	v ɛ ³¹	far
178	? @nh36	1	43	far	1233	Burmese_ZMYYC	veḥ	w e ³	?	viyḥ	far	we³  | 817.39	Burmese (Written) ZMYYC	1	CVT	v e ḥ	far
179	! @nh36	1	43	far	1233	Hpun	wè	w è	?	?	far	wè, wè-ŋ  | 395	Hpun (Northern) EJAH-Hpun	1	CV	w è	far
180	! @nh36	1	43	far	1233	Hpun	wè-ŋ	w è ŋ	?	?	far	wè, wè-ŋ  | 395	Hpun (Northern) EJAH-Hpun	1	CVc	w è ŋ	far
181	! @nh36	1	43	far	1233	Maru	va³⁵	v a ³⁵	?	?	far	va³⁵  | 0974.31	Langsu (Luxi) TBL	1	CVT	v a ³⁵	far
182	! @nh36	1	43	far	1233	Lashi	vɛː³³	v ɛː ³³	?	?	far	vɛː³³  | 0974.33	Leqi (Luxi) TBL	1	CVT	v ɛː ³³	far
#
1317	! @nh36	0 1	230	fat	611	Achang_Longchuan	tɕho⁵⁵	tɕʰ o ⁵⁵	?	?	fat 1	tɕho⁵⁵  | 0703.10	Achang (Longchuan) JZ-Achang	1	CVT	tɕh o ⁵⁵	the fat
1318	! @nh36	0 1	230	fat	611	Atsi	tshu⁵¹	tsʰ u ⁵¹	?	?	fat 1	tshu⁵¹  | 0533.30	Atsi [Zaiwa] JZ-Zaiwa	1	CVT	tsh u ⁵¹	the fat
1319	! @nh36	0 1	230	fat	611	Bola	tshu⁵⁵	tsʰ u ⁵⁵	?	?	fat 1	tshu⁵⁵  | 1024.32 | 1025.32	Bola (Luxi) TBL	1	CVT	tsh u ⁵⁵	the fat
1320	? @nh36	2 3	231	fat	611	Burmese_ZMYYC	chu phruiḥ	sʰ u + pʰ r o ³	?	?	fat 1	shu phro³  | 850.39	Burmese (Written) ZMYYC	2 3	CV_CCVT	ch u ◦ ph r ui ḥ	the fat
1321	! @nh36	0 1	230	fat	611	Maru	tshau³¹	tsʰ a u ³¹	?	?	fat 1	tshau³¹  | 1024.31 | 1025.31	Langsu (Luxi) TBL	1	CVT	tsh au ³¹	the fat
1322	! @nh36	0 1	230	fat	611	Lashi	tshu³³	tsʰ u ³³	?	?	fat 1	tshu³³  | 8.3	Lashi DQ-Lashi	1	CVT	tsh u ³³	the fat
1323	! @nh36	0 1	230	fat	611	Lashi	tshuː³³	tsʰ uː ³³	?	?	fat 1	tshuː³³  | 1024.33 | 1025.33	Leqi (Luxi) TBL	1	CVT	tsh uː ³³	the fat
1324	! @nh36	0 3	231	fat	611	Achang_Lianghe	pjɑu³¹	p j ɑ u ³¹	?	?	fat 2	pjɑu³¹  | 1341.26	Achang (Lianghe) JZ-Achang	3	CCVT	p j ɑu ³¹	the fat
1325	! @nh36	0 3	231	fat	611	Achang_Longchuan	pʐau³¹	pʐ a u ³¹	?	?	fat 2	pʐau³¹  | 849.41	Achang (Longchuan) JZ-Achang	3	CCVT	p ʐ au ³¹	the fat
1326	! @nh36	0 3	231	fat	611	Achang_Luxi	pjau⁵¹	p j a u ⁵¹	?	?	fat 2	pjau⁵¹  | 1735	Achang (Luxi) JZ-Achang	3	CCVT	p j au ⁵¹	the fat
1327	! @nh36	0 3	231	fat	611	Xiandao	pʐau³¹	pʐ a u ³¹	?	?	fat 2	pʐau³¹  | 1428 | 1429	Achang (Xiandao) DQ-Xiandao	3	CCVT	p ʐ au ³¹	the fat
1328	! @nh36	4	233	fat	611	Atsi	mjum⁵¹	m j u m ⁵¹	?	?	fat 3	mjum⁵¹  | 849.42	Atsi [Zaiwa] JZ-Zaiwa	4	CCVcT	m j u m ⁵¹	the fat
1329	! @nh36	4	233	fat	611	Hpun	myáŋ	m y á ŋ	?	?	fat 3	myáŋ  | 145	Hpun (Northern) EJAH-Hpun	4	CCVc	m y á ŋ	the fat
1330	! @nh36	5	234	fat	611	Burmese_ZMYYC	va	w ɑ ¹	?	va	fat 4	wɑ¹  | 849.39	Burmese (Written) ZMYYC	5	CV	v a	the fat
#
183	! @nh36	1	44	few	1289	Achang_Longchuan	nəŋ³¹	n ə ŋ ³¹	?	?	few / little adj 1	nəŋ³¹  | 0988.28	Achang (Longchuan) TBL	1	CVcT	n ə ŋ ³¹	few
184	! @nh36	1	44	few	1289	Xiandao	nɤŋ³¹	n ɤ ŋ ³¹	?	?	few / little adj 1	nɤŋ³¹  | 0988.29	Achang (Xiandao) TBL	1	CVcT	n ɤ ŋ ³¹	few
185	! @nh36	1	44	few	1289	Hpun	nè	n è	?	?	few / little adj 1	nè, nè-ŋ  | 154	Hpun (Northern) EJAH-Hpun	1	CV	n è	few
186	! @nh36	1	44	few	1289	Hpun	nè-ŋ	n è ŋ	?	?	few / little adj 1	nè, nè-ŋ  | 154	Hpun (Northern) EJAH-Hpun	1	CVc	n è ŋ	few
187	! @nh36	2	45	few	1289	Atsi	ʃau²¹	ʃ a u ²¹	?	?	few / little adj 2	ʃau²¹  | 0988.30	Atsi [Zaiwa] TBL	2	CVT	ʃ au ²¹	few
188	! @nh36	2	45	few	1289	Bola	ʃau³¹	ʃ a u ³¹	?	?	few / little adj 2	ʃau³¹  | 0988.32	Bola (Luxi) TBL	2	CVT	ʃ au ³¹	few
189	! @nh36	2	45	few	1289	Maru	ʃau³¹	ʃ a u ³¹	?	?	few / little adj 2	ʃau³¹  | 0988.31	Langsu (Luxi) TBL	2	CVT	ʃ au ³¹	few
190	! @nh36	2	45	few	1289	Lashi	ʃaːu⁵⁵	ʃ aː u ⁵⁵	?	?	few / little adj 2	ʃaːu⁵⁵  | 0988.33	Leqi (Luxi) TBL	2	CVT	ʃ aːu ⁵⁵	few
191	! @nh36	1	44	few	1289	Achang_Lianghe	nɯŋ³¹	n ɯ ŋ ³¹	?	?	little / few	nɯŋ³¹  | 1707.22	Achang (Lianghe) JZ-Achang	1	CVcT	n ɯ ŋ ³¹	few
192	! @nh36	1	44	few	1289	Achang_Longchuan	nəŋ³¹	n ə ŋ ³¹	?	?	little / few	nəŋ³¹  | 820.41	Achang (Longchuan) ZMYYC	1	CVcT	n ə ŋ ³¹	few
193	! @nh36	1	44	few	1289	Achang_Luxi	nəŋ⁵¹	n ə ŋ ⁵¹	?	?	little / few	nəŋ⁵¹  | 777.43	Achang (Luxi) JZ-Achang	1	CVcT	n ə ŋ ⁵¹	few
194	! @nh36	2	45	few	1289	Atsi	ʃau²¹	ʃ a u ²¹	?	?	little / few	ʃau²¹  | 820.42	Atsi [Zaiwa] ZMYYC	2	CVT	ʃ au ²¹	few
195	? @nh36	1	44	few	1289	Burmese_ZMYYC	naññḥ	n ɑ ȵ ³	?	nañḥ	little / few	nɑȵ³  | 820.39	Burmese (Written) ZMYYC	1	CVcT	n a ññ ḥ	few
196	! @nh36	2	45	few	1289	Maru	ʃau³¹	ʃ a u ³¹	?	?	little / few	ʃau³¹  | 820.43	Maru [Langsu] ZMYYC	2	CVT	ʃ au ³¹	few
#
197	! @nh36	1	46	five	1273	Achang_Lianghe	ŋɑ³¹	ŋ ɑ ³¹	?	?	five	ŋɑ³¹  | 0929.43	Achang (Lianghe) JZ-Achang	1	CVT	ŋ ɑ ³¹	five
198	! @nh36	1	46	five	1273	Achang_Longchuan	ŋɔ³¹	ŋ ɔ ³¹	?	?	five	ŋɔ³¹  | 0801.28	Achang (Longchuan) TBL	1	CVT	ŋ ɔ ³¹	five
199	! @nh36	1	46	five	1273	Achang_Luxi	ŋa⁵¹	ŋ a ⁵¹	?	?	five	ŋa⁵¹  | 0291.16	Achang (Luxi) JZ-Achang	1	CVT	ŋ a ⁵¹	five
200	! @nh36	1	46	five	1273	Xiandao	ŋɔ³¹	ŋ ɔ ³¹	?	?	five	ŋɔ³¹  | 0801.29	Achang (Xiandao) TBL	1	CVT	ŋ ɔ ³¹	five
201	! @nh36	1	46	five	1273	Atsi	ŋo²¹	ŋ o ²¹	?	?	five	ŋo²¹  | 0801.30	Atsi [Zaiwa] TBL	1	CVT	ŋ o ²¹	five
202	! @nh36	1	46	five	1273	Bola	ŋa³¹	ŋ a ³¹	?	?	five	ŋa³¹  | 0801.32	Bola (Luxi) TBL	1	CVT	ŋ a ³¹	five
203	! @nh36	1	46	five	1273	Burmese_ZMYYC	ṅāḥ	ŋ ɑ ³	?	ṅāḥ	five	ŋɑ³  | 915.39	Burmese (Written) ZMYYC	1	CVT	ṅ ā ḥ	five
204	! @nh36	2 3	47	five	1273	Hpun	kɔ̀ŋyɔ̀ŋ	k ɔ̀ + ŋ y ɔ̀ ŋ	?	?	five	kɔ̀ŋyɔ̀ŋ  | 57	Hpun (Northern) EJAH-Hpun	2 3	CVCCVc	k ɔ̀ ◦ ŋ y ɔ̀ ŋ	five
205	! @nh36	1	46	five	1273	Maru	ŋɔ⁵⁵	ŋ ɔ ⁵⁵	?	?	five	ŋɔ⁵⁵  | 0801.31	Langsu (Luxi) TBL	1	CVT	ŋ ɔ ⁵⁵	five
206	! @nh36	1	46	five	1273	Lashi	ŋ³³	ŋ ³³	?	?	five	ŋ³³  | 0801.33	Leqi (Luxi) TBL	1	CT	ŋ ³³	five
#
207	! @nh36	1 0	48	four	1272	Achang_Lianghe	mɛ³¹	m ɛ ³¹	?	?	four	mɛ³¹  | 1390.42	Achang (Lianghe) JZ-Achang	1	CVT	m ɛ ³¹	four
208	! @nh36	1 0	48	four	1272	Achang_Longchuan	mi³¹	m i ³¹	?	?	four	mi³¹  | 0800.28	Achang (Longchuan) TBL	1	CVT	m i ³¹	four
209	! @nh36	1 0	48	four	1272	Achang_Luxi	mɯ³¹	m ɯ ³¹	?	?	four	mɯ³¹  | 519.36	Achang (Luxi) JZ-Achang	1	CVT	m ɯ ³¹	four
210	! @nh36	1 0	48	four	1272	Xiandao	mi⁵⁵	m i ⁵⁵	?	?	four	mi⁵⁵  | 0800.29	Achang (Xiandao) TBL	1	CVT	m i ⁵⁵	four
211	! @nh36	1 0	48	four	1272	Atsi	mji²¹	m j i ²¹	?	?	four	mji²¹  | 0800.30	Atsi [Zaiwa] TBL	1	CCVT	m j i ²¹	four
212	! @nh36	1 0	48	four	1272	Bola	məi³¹	m ə i ³¹	?	?	four	məi³¹  | 0800.32	Bola (Luxi) TBL	1	CVT	m əi ³¹	four
213	! @nh36	1 0	48	four	1272	Burmese_ZMYYC	leḥ	l e ³	?	liyḥ	four	le³  | 914.39	Burmese (Written) ZMYYC	1	CVT	l e ḥ	four
214	! @nh36	1 0	48	four	1272	Hpun	yì	y ì	?	?	four	yì, ɲì  | 1.77	Hpun (Northern) EJAH-Hpun	1	CV	y ì	four
215	! @nh36	1 0	48	four	1272	Hpun	ɲì	ɲ ì	?	?	four	yì, ɲì  | 1.77	Hpun (Northern) EJAH-Hpun	1	CV	ɲ ì	four
216	! @nh36	1 0	48	four	1272	Maru	pjik³¹	p j i k ³¹	?	?	four	pjik³¹  | 0800.31	Langsu (Luxi) TBL	1	CCVcT	p j i k ³¹	four
217	! @nh36	1 0	48	four	1272	Lashi	mei³³	m e i ³³	?	?	four	mei³³  | 0800.33	Leqi (Luxi) TBL	1	CVT	m ei ³³	four
#
218	! @nh36	1 2	48	four things	1272	Hpun	ɲìkɔ́ŋ	ɲ ì + k ɔ́ ŋ	?	?	four things	ɲì kɔ́ŋ, yì kɔ́ŋ  | S.8	Hpun (Northern) EJAH-Hpun	1 2	CVCVc	ɲ ì ◦ k ɔ́ ŋ	four
219	! @nh36	1 2	48	four things	1272	Hpun	yìkɔ́ŋ	y ì + k ɔ́ ŋ	?	?	four things	ɲì kɔ́ŋ, yì kɔ́ŋ  | S.8	Hpun (Northern) EJAH-Hpun	1 2	CVCVc	y ì ◦ k ɔ́ ŋ	four
#
220	! @nh36	1	49	full	1293	Achang_Lianghe	pɯŋ³¹	p ɯ ŋ ³¹	?	?	full	pɯŋ³¹  | 0984.29	Achang (Lianghe) JZ-Achang	1	CVcT	p ɯ ŋ ³¹	full
221	! @nh36	1	49	full	1293	Achang_Longchuan	pʐəŋ³⁵	pʐ ə ŋ ³⁵	?	?	full	pʐəŋ³⁵  | 846.41	Achang (Longchuan) ZMYYC	1	CCVcT	p ʐ ə ŋ ³⁵	full
222	! @nh36	1	49	full	1293	Achang_Luxi	pəŋ⁵¹	p ə ŋ ⁵¹	?	?	full	pəŋ⁵¹  | 0213.33	Achang (Luxi) JZ-Achang	1	CVcT	p ə ŋ ⁵¹	full
223	! @nh36	1	49	full	1293	Atsi	pjiŋ⁵⁵	p j i ŋ ⁵⁵	?	?	full	pjiŋ⁵⁵  | 846.42	Atsi [Zaiwa] ZMYYC	1	CCVcT	p j i ŋ ⁵⁵	full
224	? @nh36	1	49	full	1293	Burmese_ZMYYC	praññʔ	p r ɑ ȵ ¹	1	plañʔ	full	prɑȵ¹  | 846.39	Burmese (Written) ZMYYC	1	CCVcc	p r a ññ ʔ	full
225	? @nh36	1	49	full	1293	Hpun	pyài-ŋ	p y à i ŋ	?	?	full	pyài-ŋ  | 177	Hpun (Northern) EJAH-Hpun	1	CCVc	p y ài ŋ	full
226	! @nh36	1	49	full	1293	Maru	pjaŋ⁵⁵	p j a ŋ ⁵⁵	?	?	full	pjaŋ⁵⁵  | 846.43	Maru [Langsu] ZMYYC	1	CCVcT	p j a ŋ ⁵⁵	full
235	! @nh36	1	49	full	1293	Achang_Longchuan	pʐəŋ³⁵	pʐ ə ŋ ³⁵	?	?	full adj	pʐəŋ³⁵  | 0984.28	Achang (Longchuan) TBL	1	CCVcT	p ʐ ə ŋ ³⁵	full
236	! @nh36	1	49	full	1293	Xiandao	pɯŋ³⁵	p ɯ ŋ ³⁵	?	?	full adj	pɯŋ³⁵  | 0984.29	Achang (Xiandao) TBL	1	CVcT	p ɯ ŋ ³⁵	full
237	! @nh36	1	49	full	1293	Atsi	pjiŋ⁵⁵	p j i ŋ ⁵⁵	?	?	full adj	pjiŋ⁵⁵  | 0984.30	Atsi [Zaiwa] TBL	1	CCVcT	p j i ŋ ⁵⁵	full
238	! @nh36	1	49	full	1293	Bola	pjaŋ³⁵	p j a ŋ ³⁵	?	?	full adj	pjaŋ³⁵  | 0984.32	Bola (Luxi) TBL	1	CCVcT	p j a ŋ ³⁵	full
239	! @nh36	1	49	full	1293	Maru	pjaŋ⁵⁵	p j a ŋ ⁵⁵	?	?	full adj	pjaŋ⁵⁵  | 0984.31	Langsu (Luxi) TBL	1	CCVcT	p j a ŋ ⁵⁵	full
240	! @nh36	1	49	full	1293	Lashi	pjəːŋ⁵⁵	p j əː ŋ ⁵⁵	?	?	full adj	pjəːŋ⁵⁵  | 0984.33	Leqi (Luxi) TBL	1	CCVcT	p j əː ŋ ⁵⁵	full
#
242	! @nh36	0 2	52	good	1477	Achang_Lianghe	kɛ⁵⁵	k ɛ ⁵⁵	?	?	good	kɛ⁵⁵  | 954.19	Achang (Lianghe) JZ-Achang	2	CVT	k ɛ ⁵⁵	good
243	! @nh36	0 2	52	good	1477	Achang_Longchuan	tɕi⁵⁵	tɕ i ⁵⁵	?	?	good	tɕi⁵⁵  | 1052.28	Achang (Longchuan) TBL	2	CVT	tɕ i ⁵⁵	good
244	! @nh36	0 2	52	good	1477	Achang_Luxi	kəi³¹	k ə i ³¹	?	?	good	kəi³¹  | 69	Achang (Luxi) JZ-Achang	2	CVT	k əi ³¹	good
245	! @nh36	0 2	52	good	1477	Xiandao	cɛ⁵⁵	c ɛ ⁵⁵	?	?	good	cɛ⁵⁵  | 1052.29	Achang (Xiandao) TBL	2	CVT	c ɛ ⁵⁵	good
246	! @nh36	0 2	52	good	1477	Atsi	ke⁵¹	k e ⁵¹	?	?	good	ke⁵¹  | 1052.30	Atsi [Zaiwa] TBL	2	CVT	k e ⁵¹	good
247	! @nh36	0 2	52	good	1477	Bola	kai⁵⁵	k a i ⁵⁵	?	?	good	kai⁵⁵  | 1052.32	Bola (Luxi) TBL	2	CVT	k ai ⁵⁵	good
248	? @nh36	0 2	52	good	1477	Burmese_ZMYYC	koṅḥ	k ɔ ŋ ³	?	ko₂ṅḥ	good	kɔŋ³  | 860.39	Burmese (Written) ZMYYC	2	CVcT	k o ṅ ḥ	good
249	! @nh36	0 2	52	good	1477	Hpun	kɔ̀ŋ	k ɔ̀ ŋ	?	?	good	kɔ̀ŋ  | 439	Hpun (Northern) EJAH-Hpun	2	CVc	k ɔ̀ ŋ	good
250	! @nh36	0 2	52	good	1477	Maru	kai³¹	k a i ³¹	?	?	good	kai³¹  | 1052.31	Langsu (Luxi) TBL	2	CVT	k ai ³¹	good
251	! @nh36	0 2	52	good	1477	Lashi	kɛː³¹	k ɛː ³¹	?	?	good	kɛː³¹  | 1052.33	Leqi (Luxi) TBL	2	CVT	k ɛː ³¹	good
#
252	! @nh36	1 2	53	green	1410	Achang_Lianghe	ɑ³¹ȵɑu⁵⁵	ɑ ³¹ + ȵ ɑ u ⁵⁵	?	?	green	ɑ³¹ ȵɑu⁵⁵  | 1015.20	Achang (Lianghe) JZ-Achang	1 2	VTCVT	ɑ ³¹ ◦ ȵ ɑu ⁵⁵	green
253	! @nh36	0 2	53	green	1410	Achang_Longchuan	ȵau⁵⁵	ȵ a u ⁵⁵	?	?	green	ȵau⁵⁵  | 1009.28	Achang (Longchuan) TBL	2	CVT	ȵ au ⁵⁵	green
