# Wordlist

# DATA
ID	DOCULECT	CHECK_SEGMENTS	CLUSTERFORMAT	CLUSTERID	CONCEPT	CONCEPT_KEY	IPA	METAGLOSS	MORPHEMES	OB_ATTESTED	OLD_BURMESE	ORIGINAL_CONCEPT	ORIGINAL_ENTRY	ORIGINAL_TAXNAME	PCOGSETS	PROSTRING	TOKENS
113	Atsi_B	! @nh36	5 4	25	dirty	1429	kot²¹	dirty	k o t ²¹ + tʃʰ a ʔ ⁵⁵	?	?	dirty	kot²¹; tʃhaʔ⁵⁵  | 854.42	Atsi [Zaiwa] ZMYYC	5 4	CVcTCVcT	k o t ²¹
114	Bola	! @nh36	6	27	dirty	1429	lu̱³⁵	dirty	l u̱ ³⁵	?	?	dirty	lu̱³⁵  | 1086.32	Bola (Luxi) TBL	6	CVT	l u̱ ³⁵
115	Burmese_ZMYYC	! @nh36	7 8	29	dirty	1429	ñacpat	dirty	ȵ ɑ + s p ɑ t	?	?	dirty	ȵɑs pɑt  | 854.39	Burmese (Written) ZMYYC	7 8	CVcCVc	ñ a c ◦ p a t
117	Lashi	! @nh36	9 10	30	dirty	1429	a³¹san⁵⁵	dirty	a ³¹ + s a n ⁵⁵	?	?	dirty	a³¹ san⁵⁵  | 1086.33	Leqi (Luxi) TBL	9 10	VTCVcT	a ³¹ ◦ s a n ⁵⁵
116	Maru	! @nh36	6	27	dirty	1429	la̱u³⁵	dirty	l a̱ u ³⁵	?	?	dirty	la̱u³⁵  | 1086.31	Langsu (Luxi) TBL	6	CVT	l a̱u ³⁵
111	Xiandao	! @nh36	3	26	dirty	1429	ɤk³⁵	dirty	ɤ k ³⁵	?	?	dirty	ɤk³⁵  | 1086.29	Achang (Xiandao) TBL	3	VcT	ɤ k ³⁵
#
491	Achang_Longchuan	! @nh36	1 2 0	95	do not have	1893	mă⁵¹pɔ⁵⁵	not	m ă ⁵¹ + p ɔ ⁵⁵	?	?	have, do not v.	mă⁵¹ pɔ⁵⁵  | 1519.28	Achang (Longchuan) TBL	1 2	CVTCVT	m ă ⁵¹ ◦ p ɔ ⁵⁵
493	Atsi	! @nh36	1 0 3	95	do not have	1893	ă²¹vo⁵⁵	not	ă ²¹ + v o ⁵⁵	?	?	have, do not v.	ă²¹ vo⁵⁵  | 1519.30	Atsi [Zaiwa] TBL	1 3	VTCVT	ă ²¹ ◦ v o ⁵⁵
494	Bola	! @nh36	1 0 3	95	do not have	1893	a³¹ɣa³⁵	not	a ³¹ + ɣ a ³⁵	?	?	have, do not v.	a³¹ ɣa³⁵  | 1519.32	Bola (Luxi) TBL	1 3	VTCVT	a ³¹ ◦ ɣ a ³⁵
496	Lashi	! @nh36	1 0 3	95	do not have	1893	a³¹ju⁵⁵	not	a ³¹ + j u ⁵⁵	?	?	have, do not v.	a³¹ ju⁵⁵  | 1519.33	Leqi (Luxi) TBL	1 3	VTCVT	a ³¹ ◦ j u ⁵⁵
495	Maru	! @nh36	1 0 3	95	do not have	1893	mə̆³¹ɣɔ⁵⁵	not	m ə̆ ³¹ + ɣ ɔ ⁵⁵	?	?	have, do not v.	mə̆³¹ ɣɔ⁵⁵  | 1519.31	Langsu (Luxi) TBL	1 3	CVTCVT	m ə̆ ³¹ ◦ ɣ ɔ ⁵⁵
492	Xiandao	! @nh36	1 2 0	95	do not have	1893	m³¹pɔ³⁵	not	m ³¹ + p ɔ ³⁵	?	?	have, do not v.	m³¹ pɔ³⁵  | 1519.29	Achang (Xiandao) TBL	1 2	CTCVT	m ³¹ p ɔ ³⁵
#
118	Achang_Lianghe	! @nh36	5	33	dry	1424	kɑ̃³¹	dry	k ɑ̃ ³¹	?	?	dry	kɑ̃³¹  | 631.45	Achang (Lianghe) JZ-Achang	5	CVVT	k ɑ̃ ∼ ³¹
119	Achang_Longchuan	! @nh36	8	37	dry	1424	səʔ⁵⁵	dry	s ə ʔ ⁵⁵	?	?	dry	səʔ⁵⁵  | 1028.28	Achang (Longchuan) TBL	8	CVcT	s ə ʔ ⁵⁵
120	Achang_Luxi	! @nh36	3	34	dry	1424	wui⁵¹	dry	w u i ⁵¹	?	?	dry	wui⁵¹  | 091003	Achang (Luxi) JZ-Achang	3	CVT	w ui ⁵¹
122	Atsi	! @nh36	6	32	dry	1424	xui⁵⁵	dry	x u i ⁵⁵	?	?	dry	xui⁵⁵  | 1028.30	Atsi [Zaiwa] TBL	6	CVT	x ui ⁵⁵
123	Bola	! @nh36	6	32	dry	1424	kja̱uʔ⁵⁵	dry	k j a̱ u ʔ ⁵⁵	?	?	dry	kja̱uʔ⁵⁵  | 1028.32	Bola (Luxi) TBL	6	CCVcT	k j a̱u ʔ ⁵⁵
124	Burmese_ZMYYC	! @nh36	6	32	dry	1424	khrok	dry	kʰ r ɔ k	?	khro₂k	dry	khrɔk  | 864.39	Burmese (Written) ZMYYC	6	CCVc	kh r o k
125	Hpun	! @nh36	6	32	dry	1424	xàʔ	dry	x à ʔ	?	?	dry	xàʔ, xòʔ  | 8	Hpun (Northern) EJAH-Hpun	6	CVc	x à ʔ
126	Hpun	! @nh36	6	32	dry	1424	xòʔ	dry	x ò ʔ	?	?	dry	xàʔ, xòʔ  | 8	Hpun (Northern) EJAH-Hpun	6	CVc	x ò ʔ
128	Lashi	! @nh36	6	32	dry	1424	kju̱ːʔ⁵⁵	dry	k j u̱ː ʔ ⁵⁵	?	?	dry	kju̱ːʔ⁵⁵  | 1028.33	Leqi (Luxi) TBL	6	CCVcT	k j u̱ː ʔ ⁵⁵
127	Maru	! @nh36	6	32	dry	1424	fai⁵⁵	dry	f a i ⁵⁵	?	?	dry	fai⁵⁵  | 1028.31	Langsu (Luxi) TBL	6	CVT	f ai ⁵⁵
129	Maru_D	! @nh36	6	32	dry	1424	tjaù'	dry	t j a ù '	?	?	dry	tjaù'  | 448	Maru [Langsu] JO-PB	6	CCV	t j aù
121	Xiandao	! @nh36	7	38	dry	1424	tsui³⁵	dry	ts u i ³⁵	?	?	dry	tsui³⁵  | 1028.29	Achang (Xiandao) TBL	7	CVT	ts ui ³⁵
#
162	Achang_Lianghe	! @nh36	1 2 3 4	41	eight	1276	tɑ³¹pjɑ³¹mɛ³¹luŋ³⁵	eight	t ɑ ³¹ + p j ɑ ³¹ + m ɛ ³¹ + l u ŋ ³⁵	?	?	eight	tɑ³¹ pjɑ³¹ mɛ³¹ luŋ³⁵  | 0405.22	Achang (Lianghe) JZ-Achang	1 2 3 4	CVTCCVTCVTCVcT	t ɑ ³¹ ◦ p j ɑ ³¹ ◦ m ɛ ³¹ ◦ l u ŋ ³⁵
163	Achang_Longchuan	! @nh36	5 0 0 0	40	eight	1276	ɕet⁵⁵	eight	ɕ e t ⁵⁵	?	?	eight	ɕet⁵⁵  | 0804.28	Achang (Longchuan) TBL	5	CVcT	ɕ e t ⁵⁵
164	Achang_Luxi	! @nh36	6	42	eight	1276	phən³¹khɯ³⁵	eight	?	?	?	eight	phən³¹ khɯ³⁵  | 0524.28	Achang (Luxi) JZ-Achang	6	CVcTCVT	ph ə n ³¹ ◦ kh ɯ ³⁵
166	Atsi	! @nh36	5 0 0 0	40	eight	1276	ʃit⁵⁵	eight	ʃ i t ⁵⁵	?	?	eight	ʃit⁵⁵  | 0804.30	Atsi [Zaiwa] TBL	5	CVcT	ʃ i t ⁵⁵
167	Bola	! @nh36	5 0 0 0	40	eight	1276	ʃɛʔ⁵⁵	eight	ʃ ɛ ʔ ⁵⁵	?	?	eight	ʃɛʔ⁵⁵  | 0804.32	Bola (Luxi) TBL	5	CVcT	ʃ ɛ ʔ ⁵⁵
168	Burmese_ZMYYC	! @nh36	5 0 0 0	40	eight	1276	rhac	eight	h r ɑ s	?	rhyat	eight	hrɑs  | 918.39	Burmese (Written) ZMYYC	5	CVc	rh a c
169	Hpun	1 @lingulist, ! @nh36	5 7 8 9	40	eight	1276	ʃìʔyɔ́ŋ	eight	ʃ ì + ʔ y ɔ́ + ŋ m à + ŋ t à ŋ	?	?	eight	ʃìʔ yɔ́ŋ; màŋtàŋ  | 13	Hpun (Northern) EJAH-Hpun	5 7 8 9	CVCCVcCVcCVc	ʃ ì ʔ ◦ y ɔ́ ŋ
171	Lashi	! @nh36	5 0 0 0	40	eight	1276	ʃɛ̱t⁵⁵	eight	ʃ ɛ̱ t ⁵⁵	?	?	eight	ʃɛ̱t⁵⁵  | 0804.33	Leqi (Luxi) TBL	5	CVcT	ʃ ɛ̱ t ⁵⁵
170	Maru	! @nh36	5 0 0 0	40	eight	1276	ʃɛʔ⁵⁵	eight	ʃ ɛ ʔ ⁵⁵	?	?	eight	ʃɛʔ⁵⁵  | 0804.31	Langsu (Luxi) TBL	5	CVcT	ʃ ɛ ʔ ⁵⁵
165	Xiandao	! @nh36	5 0 0 0	40	eight	1276	çɛʈ⁵⁵	eight	c ̧ ɛ ʈ ⁵⁵	?	?	eight	çɛʈ⁵⁵  | 0804.29	Achang (Xiandao) TBL	5	CVcT	ç ɛ ʈ ⁵⁵
#
172	Achang_Lianghe	! @nh36	1	43	far	1233	wɑi³¹	far	w ɑ i ³¹	?	?	far	wɑi³¹  | 0123.26	Achang (Lianghe) JZ-Achang	1	CVT	w ɑi ³¹
173	Achang_Longchuan	! @nh36	1	43	far	1233	ve³¹	far	v e ³¹	?	?	far	ve³¹  | 0974.28	Achang (Longchuan) TBL	1	CVT	v e ³¹
174	Achang_Luxi	! @nh36	1	43	far	1233	wɛ⁵¹	far	w ɛ ⁵¹	?	?	far	wɛ⁵¹  | 0943.17	Achang (Luxi) JZ-Achang	1	CVT	w ɛ ⁵¹
176	Atsi	! @nh36	1	43	far	1233	ve²¹	far	v e ²¹	?	?	far	ve²¹  | 0974.30	Atsi [Zaiwa] TBL	1	CVT	v e ²¹
177	Bola	! @nh36	1	43	far	1233	vɛ³¹	far	v ɛ ³¹	?	?	far	vɛ³¹  | 0974.32	Bola (Luxi) TBL	1	CVT	v ɛ ³¹
178	Burmese_ZMYYC	? @nh36	1	43	far	1233	veḥ	far	w e ³	?	viyḥ	far	we³  | 817.39	Burmese (Written) ZMYYC	1	CVT	v e ḥ
179	Hpun	! @nh36	1	43	far	1233	wè	far	w è	?	?	far	wè, wè-ŋ  | 395	Hpun (Northern) EJAH-Hpun	1	CV	w è
180	Hpun	! @nh36	1	43	far	1233	wè-ŋ	far	w è ŋ	?	?	far	wè, wè-ŋ  | 395	Hpun (Northern) EJAH-Hpun	1	CVc	w è ŋ
182	Lashi	! @nh36	1	43	far	1233	vɛː³³	far	v ɛː ³³	?	?	far	vɛː³³  | 0974.33	Leqi (Luxi) TBL	1	CVT	v ɛː ³³
181	Maru	! @nh36	1	43	far	1233	va³⁵	far	v a ³⁵	?	?	far	va³⁵  | 0974.31	Langsu (Luxi) TBL	1	CVT	v a ³⁵
175	Xiandao	! @nh36	1	43	far	1233	vɛ³¹	far	v ɛ ³¹	?	?	far	vɛ³¹  | 0974.29	Achang (Xiandao) TBL	1	CVT	v ɛ ³¹
#
1324	Achang_Lianghe	! @nh36	0 3	231	fat	611	pjɑu³¹	the fat	p j ɑ u ³¹	?	?	fat 2	pjɑu³¹  | 1341.26	Achang (Lianghe) JZ-Achang	3	CCVT	p j ɑu ³¹
1317	Achang_Longchuan_C	! @nh36	0 1	230	fat	611	tɕho⁵⁵	the fat	tɕʰ o ⁵⁵	?	?	fat 1	tɕho⁵⁵  | 0703.10	Achang (Longchuan) JZ-Achang	1	CVT	tɕh o ⁵⁵
1325	Achang_Longchuan_C	! @nh36	0 3	231	fat	611	pʐau³¹	the fat	pʐ a u ³¹	?	?	fat 2	pʐau³¹  | 849.41	Achang (Longchuan) JZ-Achang	3	CCVT	p ʐ au ³¹
1326	Achang_Luxi	! @nh36	0 3	231	fat	611	pjau⁵¹	the fat	p j a u ⁵¹	?	?	fat 2	pjau⁵¹  | 1735	Achang (Luxi) JZ-Achang	3	CCVT	p j au ⁵¹
1318	Atsi_C	! @nh36	0 1	230	fat	611	tshu⁵¹	the fat	tsʰ u ⁵¹	?	?	fat 1	tshu⁵¹  | 0533.30	Atsi [Zaiwa] JZ-Zaiwa	1	CVT	tsh u ⁵¹
1328	Atsi_C	! @nh36	4	233	fat	611	mjum⁵¹	the fat	m j u m ⁵¹	?	?	fat 3	mjum⁵¹  | 849.42	Atsi [Zaiwa] JZ-Zaiwa	4	CCVcT	m j u m ⁵¹
1319	Bola	! @nh36	0 1	230	fat	611	tshu⁵⁵	the fat	tsʰ u ⁵⁵	?	?	fat 1	tshu⁵⁵  | 1024.32 | 1025.32	Bola (Luxi) TBL	1	CVT	tsh u ⁵⁵
1320	Burmese_ZMYYC	? @nh36	2 3	231	fat	611	chu phruiḥ	the fat	sʰ u + pʰ r o ³	?	?	fat 1	shu phro³  | 850.39	Burmese (Written) ZMYYC	2 3	CV_CCVT	ch u ◦ ph r ui ḥ
1330	Burmese_ZMYYC	! @nh36	5	234	fat	611	va	the fat	w ɑ ¹	?	va	fat 4	wɑ¹  | 849.39	Burmese (Written) ZMYYC	5	CV	v a
1329	Hpun	! @nh36	4	233	fat	611	myáŋ	the fat	m y á ŋ	?	?	fat 3	myáŋ  | 145	Hpun (Northern) EJAH-Hpun	4	CCVc	m y á ŋ
1323	Lashi	! @nh36	0 1	230	fat	611	tshuː³³	the fat	tsʰ uː ³³	?	?	fat 1	tshuː³³  | 1024.33 | 1025.33	Leqi (Luxi) TBL	1	CVT	tsh uː ³³
1322	Lashi_B	! @nh36	0 1	230	fat	611	tshu³³	the fat	tsʰ u ³³	?	?	fat 1	tshu³³  | 8.3	Lashi DQ-Lashi	1	CVT	tsh u ³³
1321	Maru	! @nh36	0 1	230	fat	611	tshau³¹	the fat	tsʰ a u ³¹	?	?	fat 1	tshau³¹  | 1024.31 | 1025.31	Langsu (Luxi) TBL	1	CVT	tsh au ³¹
1327	Xiandao_B	! @nh36	0 3	231	fat	611	pʐau³¹	the fat	pʐ a u ³¹	?	?	fat 2	pʐau³¹  | 1428 | 1429	Achang (Xiandao) DQ-Xiandao	3	CCVT	p ʐ au ³¹
#
191	Achang_Lianghe	! @nh36	1	44	few	1289	nɯŋ³¹	few	n ɯ ŋ ³¹	?	?	little / few	nɯŋ³¹  | 1707.22	Achang (Lianghe) JZ-Achang	1	CVcT	n ɯ ŋ ³¹
183	Achang_Longchuan	! @nh36	1	44	few	1289	nəŋ³¹	few	n ə ŋ ³¹	?	?	few / little adj 1	nəŋ³¹  | 0988.28	Achang (Longchuan) TBL	1	CVcT	n ə ŋ ³¹
192	Achang_Longchuan_B	! @nh36	1	44	few	1289	nəŋ³¹	few	n ə ŋ ³¹	?	?	little / few	nəŋ³¹  | 820.41	Achang (Longchuan) ZMYYC	1	CVcT	n ə ŋ ³¹
193	Achang_Luxi	! @nh36	1	44	few	1289	nəŋ⁵¹	few	n ə ŋ ⁵¹	?	?	little / few	nəŋ⁵¹  | 777.43	Achang (Luxi) JZ-Achang	1	CVcT	n ə ŋ ⁵¹
187	Atsi	! @nh36	2	45	few	1289	ʃau²¹	few	ʃ a u ²¹	?	?	few / little adj 2	ʃau²¹  | 0988.30	Atsi [Zaiwa] TBL	2	CVT	ʃ au ²¹
194	Atsi_B	! @nh36	2	45	few	1289	ʃau²¹	few	ʃ a u ²¹	?	?	little / few	ʃau²¹  | 820.42	Atsi [Zaiwa] ZMYYC	2	CVT	ʃ au ²¹
188	Bola	! @nh36	2	45	few	1289	ʃau³¹	few	ʃ a u ³¹	?	?	few / little adj 2	ʃau³¹  | 0988.32	Bola (Luxi) TBL	2	CVT	ʃ au ³¹
195	Burmese_ZMYYC	? @nh36	1	44	few	1289	naññḥ	few	n ɑ ȵ ³	?	nañḥ	little / few	nɑȵ³  | 820.39	Burmese (Written) ZMYYC	1	CVcT	n a ññ ḥ
185	Hpun	! @nh36	1	44	few	1289	nè	few	n è	?	?	few / little adj 1	nè, nè-ŋ  | 154	Hpun (Northern) EJAH-Hpun	1	CV	n è
186	Hpun	! @nh36	1	44	few	1289	nè-ŋ	few	n è ŋ	?	?	few / little adj 1	nè, nè-ŋ  | 154	Hpun (Northern) EJAH-Hpun	1	CVc	n è ŋ
190	Lashi	! @nh36	2	45	few	1289	ʃaːu⁵⁵	few	ʃ aː u ⁵⁵	?	?	few / little adj 2	ʃaːu⁵⁵  | 0988.33	Leqi (Luxi) TBL	2	CVT	ʃ aːu ⁵⁵
189	Maru	! @nh36	2	45	few	1289	ʃau³¹	few	ʃ a u ³¹	?	?	few / little adj 2	ʃau³¹  | 0988.31	Langsu (Luxi) TBL	2	CVT	ʃ au ³¹
196	Maru_B	! @nh36	2	45	few	1289	ʃau³¹	few	ʃ a u ³¹	?	?	little / few	ʃau³¹  | 820.43	Maru [Langsu] ZMYYC	2	CVT	ʃ au ³¹
184	Xiandao	! @nh36	1	44	few	1289	nɤŋ³¹	few	n ɤ ŋ ³¹	?	?	few / little adj 1	nɤŋ³¹  | 0988.29	Achang (Xiandao) TBL	1	CVcT	n ɤ ŋ ³¹
#
197	Achang_Lianghe	! @nh36	1	46	five	1273	ŋɑ³¹	five	ŋ ɑ ³¹	?	?	five	ŋɑ³¹  | 0929.43	Achang (Lianghe) JZ-Achang	1	CVT	ŋ ɑ ³¹
198	Achang_Longchuan	! @nh36	1	46	five	1273	ŋɔ³¹	five	ŋ ɔ ³¹	?	?	five	ŋɔ³¹  | 0801.28	Achang (Longchuan) TBL	1	CVT	ŋ ɔ ³¹
199	Achang_Luxi	! @nh36	1	46	five	1273	ŋa⁵¹	five	ŋ a ⁵¹	?	?	five	ŋa⁵¹  | 0291.16	Achang (Luxi) JZ-Achang	1	CVT	ŋ a ⁵¹
201	Atsi	! @nh36	1	46	five	1273	ŋo²¹	five	ŋ o ²¹	?	?	five	ŋo²¹  | 0801.30	Atsi [Zaiwa] TBL	1	CVT	ŋ o ²¹
202	Bola	! @nh36	1	46	five	1273	ŋa³¹	five	ŋ a ³¹	?	?	five	ŋa³¹  | 0801.32	Bola (Luxi) TBL	1	CVT	ŋ a ³¹
203	Burmese_ZMYYC	! @nh36	1	46	five	1273	ṅāḥ	five	ŋ ɑ ³	?	ṅāḥ	five	ŋɑ³  | 915.39	Burmese (Written) ZMYYC	1	CVT	ṅ ā ḥ
204	Hpun	! @nh36	2 3	47	five	1273	kɔ̀ŋyɔ̀ŋ	five	k ɔ̀ + ŋ y ɔ̀ ŋ	?	?	five	kɔ̀ŋyɔ̀ŋ  | 57	Hpun (Northern) EJAH-Hpun	2 3	CVCCVc	k ɔ̀ ◦ ŋ y ɔ̀ ŋ
206	Lashi	! @nh36	1	46	five	1273	ŋ³³	five	ŋ ³³	?	?	five	ŋ³³  | 0801.33	Leqi (Luxi) TBL	1	CT	ŋ ³³
205	Maru	! @nh36	1	46	five	1273	ŋɔ⁵⁵	five	ŋ ɔ ⁵⁵	?	?	five	ŋɔ⁵⁵  | 0801.31	Langsu (Luxi) TBL	1	CVT	ŋ ɔ ⁵⁵
200	Xiandao	! @nh36	1	46	five	1273	ŋɔ³¹	five	ŋ ɔ ³¹	?	?	five	ŋɔ³¹  | 0801.29	Achang (Xiandao) TBL	1	CVT	ŋ ɔ ³¹
#
207	Achang_Lianghe	! @nh36	1 0	48	four	1272	mɛ³¹	four	m ɛ ³¹	?	?	four	mɛ³¹  | 1390.42	Achang (Lianghe) JZ-Achang	1	CVT	m ɛ ³¹
208	Achang_Longchuan	! @nh36	1 0	48	four	1272	mi³¹	four	m i ³¹	?	?	four	mi³¹  | 0800.28	Achang (Longchuan) TBL	1	CVT	m i ³¹
209	Achang_Luxi	! @nh36	1 0	48	four	1272	mɯ³¹	four	m ɯ ³¹	?	?	four	mɯ³¹  | 519.36	Achang (Luxi) JZ-Achang	1	CVT	m ɯ ³¹
211	Atsi	! @nh36	1 0	48	four	1272	mji²¹	four	m j i ²¹	?	?	four	mji²¹  | 0800.30	Atsi [Zaiwa] TBL	1	CCVT	m j i ²¹
212	Bola	! @nh36	1 0	48	four	1272	məi³¹	four	m ə i ³¹	?	?	four	məi³¹  | 0800.32	Bola (Luxi) TBL	1	CVT	m əi ³¹
213	Burmese_ZMYYC	! @nh36	1 0	48	four	1272	leḥ	four	l e ³	?	liyḥ	four	le³  | 914.39	Burmese (Written) ZMYYC	1	CVT	l e ḥ
214	Hpun	! @nh36	1 0	48	four	1272	yì	four	y ì	?	?	four	yì, ɲì  | 1.77	Hpun (Northern) EJAH-Hpun	1	CV	y ì
215	Hpun	! @nh36	1 0	48	four	1272	ɲì	four	ɲ ì	?	?	four	yì, ɲì  | 1.77	Hpun (Northern) EJAH-Hpun	1	CV	ɲ ì
217	Lashi	! @nh36	1 0	48	four	1272	mei³³	four	m e i ³³	?	?	four	mei³³  | 0800.33	Leqi (Luxi) TBL	1	CVT	m ei ³³
216	Maru	! @nh36	1 0	48	four	1272	pjik³¹	four	p j i k ³¹	?	?	four	pjik³¹  | 0800.31	Langsu (Luxi) TBL	1	CCVcT	p j i k ³¹
210	Xiandao	! @nh36	1 0	48	four	1272	mi⁵⁵	four	m i ⁵⁵	?	?	four	mi⁵⁵  | 0800.29	Achang (Xiandao) TBL	1	CVT	m i ⁵⁵
#
218	Hpun	! @nh36	1 2	48	four things	1272	ɲìkɔ́ŋ	four	ɲ ì + k ɔ́ ŋ	?	?	four things	ɲì kɔ́ŋ, yì kɔ́ŋ  | S.8	Hpun (Northern) EJAH-Hpun	1 2	CVCVc	ɲ ì ◦ k ɔ́ ŋ
219	Hpun	! @nh36	1 2	48	four things	1272	yìkɔ́ŋ	four	y ì + k ɔ́ ŋ	?	?	four things	ɲì kɔ́ŋ, yì kɔ́ŋ  | S.8	Hpun (Northern) EJAH-Hpun	1 2	CVCVc	y ì ◦ k ɔ́ ŋ
#
220	Achang_Lianghe	! @nh36	1	49	full	1293	pɯŋ³¹	full	p ɯ ŋ ³¹	?	?	full	pɯŋ³¹  | 0984.29	Achang (Lianghe) JZ-Achang	1	CVcT	p ɯ ŋ ³¹
235	Achang_Longchuan	! @nh36	1	49	full	1293	pʐəŋ³⁵	full	pʐ ə ŋ ³⁵	?	?	full adj	pʐəŋ³⁵  | 0984.28	Achang (Longchuan) TBL	1	CCVcT	p ʐ ə ŋ ³⁵
221	Achang_Longchuan_B	! @nh36	1	49	full	1293	pʐəŋ³⁵	full	pʐ ə ŋ ³⁵	?	?	full	pʐəŋ³⁵  | 846.41	Achang (Longchuan) ZMYYC	1	CCVcT	p ʐ ə ŋ ³⁵
222	Achang_Luxi	! @nh36	1	49	full	1293	pəŋ⁵¹	full	p ə ŋ ⁵¹	?	?	full	pəŋ⁵¹  | 0213.33	Achang (Luxi) JZ-Achang	1	CVcT	p ə ŋ ⁵¹
237	Atsi	! @nh36	1	49	full	1293	pjiŋ⁵⁵	full	p j i ŋ ⁵⁵	?	?	full adj	pjiŋ⁵⁵  | 0984.30	Atsi [Zaiwa] TBL	1	CCVcT	p j i ŋ ⁵⁵
223	Atsi_B	! @nh36	1	49	full	1293	pjiŋ⁵⁵	full	p j i ŋ ⁵⁵	?	?	full	pjiŋ⁵⁵  | 846.42	Atsi [Zaiwa] ZMYYC	1	CCVcT	p j i ŋ ⁵⁵
238	Bola	! @nh36	1	49	full	1293	pjaŋ³⁵	full	p j a ŋ ³⁵	?	?	full adj	pjaŋ³⁵  | 0984.32	Bola (Luxi) TBL	1	CCVcT	p j a ŋ ³⁵
224	Burmese_ZMYYC	? @nh36	1	49	full	1293	praññʔ	full	p r ɑ ȵ ¹	1	plañʔ	full	prɑȵ¹  | 846.39	Burmese (Written) ZMYYC	1	CCVcc	p r a ññ ʔ
225	Hpun	? @nh36	1	49	full	1293	pyài-ŋ	full	p y à i ŋ	?	?	full	pyài-ŋ  | 177	Hpun (Northern) EJAH-Hpun	1	CCVc	p y ài ŋ
240	Lashi	! @nh36	1	49	full	1293	pjəːŋ⁵⁵	full	p j əː ŋ ⁵⁵	?	?	full adj	pjəːŋ⁵⁵  | 0984.33	Leqi (Luxi) TBL	1	CCVcT	p j əː ŋ ⁵⁵
239	Maru	! @nh36	1	49	full	1293	pjaŋ⁵⁵	full	p j a ŋ ⁵⁵	?	?	full adj	pjaŋ⁵⁵  | 0984.31	Langsu (Luxi) TBL	1	CCVcT	p j a ŋ ⁵⁵
226	Maru_B	! @nh36	1	49	full	1293	pjaŋ⁵⁵	full	p j a ŋ ⁵⁵	?	?	full	pjaŋ⁵⁵  | 846.43	Maru [Langsu] ZMYYC	1	CCVcT	p j a ŋ ⁵⁵
236	Xiandao	! @nh36	1	49	full	1293	pɯŋ³⁵	full	p ɯ ŋ ³⁵	?	?	full adj	pɯŋ³⁵  | 0984.29	Achang (Xiandao) TBL	1	CVcT	p ɯ ŋ ³⁵
#
242	Achang_Lianghe	! @nh36	0 2	52	good	1477	kɛ⁵⁵	good	k ɛ ⁵⁵	?	?	good	kɛ⁵⁵  | 954.19	Achang (Lianghe) JZ-Achang	2	CVT	k ɛ ⁵⁵
243	Achang_Longchuan	! @nh36	0 2	52	good	1477	tɕi⁵⁵	good	tɕ i ⁵⁵	?	?	good	tɕi⁵⁵  | 1052.28	Achang (Longchuan) TBL	2	CVT	tɕ i ⁵⁵
244	Achang_Luxi	! @nh36	0 2	52	good	1477	kəi³¹	good	k ə i ³¹	?	?	good	kəi³¹  | 69	Achang (Luxi) JZ-Achang	2	CVT	k əi ³¹
246	Atsi	! @nh36	0 2	52	good	1477	ke⁵¹	good	k e ⁵¹	?	?	good	ke⁵¹  | 1052.30	Atsi [Zaiwa] TBL	2	CVT	k e ⁵¹
247	Bola	! @nh36	0 2	52	good	1477	kai⁵⁵	good	k a i ⁵⁵	?	?	good	kai⁵⁵  | 1052.32	Bola (Luxi) TBL	2	CVT	k ai ⁵⁵
248	Burmese_ZMYYC	? @nh36	0 2	52	good	1477	koṅḥ	good	k ɔ ŋ ³	?	ko₂ṅḥ	good	kɔŋ³  | 860.39	Burmese (Written) ZMYYC	2	CVcT	k o ṅ ḥ
249	Hpun	! @nh36	0 2	52	good	1477	kɔ̀ŋ	good	k ɔ̀ ŋ	?	?	good	kɔ̀ŋ  | 439	Hpun (Northern) EJAH-Hpun	2	CVc	k ɔ̀ ŋ
251	Lashi	! @nh36	0 2	52	good	1477	kɛː³¹	good	k ɛː ³¹	?	?	good	kɛː³¹  | 1052.33	Leqi (Luxi) TBL	2	CVT	k ɛː ³¹
250	Maru	! @nh36	0 2	52	good	1477	kai³¹	good	k a i ³¹	?	?	good	kai³¹  | 1052.31	Langsu (Luxi) TBL	2	CVT	k ai ³¹
245	Xiandao	! @nh36	0 2	52	good	1477	cɛ⁵⁵	good	c ɛ ⁵⁵	?	?	good	cɛ⁵⁵  | 1052.29	Achang (Xiandao) TBL	2	CVT	c ɛ ⁵⁵
#
252	Achang_Lianghe	! @nh36	1 2	53	green	1410	ɑ³¹ȵɑu⁵⁵	green	ɑ ³¹ + ȵ ɑ u ⁵⁵	?	?	green	ɑ³¹ ȵɑu⁵⁵  | 1015.20	Achang (Lianghe) JZ-Achang	1 2	VTCVT	ɑ ³¹ ◦ ȵ ɑu ⁵⁵
253	Achang_Longchuan	! @nh36	0 2	53	green	1410	ȵau⁵⁵	green	ȵ a u ⁵⁵	?	?	green	ȵau⁵⁵  | 1009.28	Achang (Longchuan) TBL	2	CVT	ȵ au ⁵⁵
254	Achang_Luxi	! @nh36	0 2	53	green	1410	ȵau³¹	green	ȵ a u ³¹	?	?	green	ȵau³¹  | 842.41	Achang (Luxi) JZ-Achang	2	CVT	ȵ au ³¹
256	Atsi	! @nh36	0 2	53	green	1410	ŋjui⁵¹	green	ŋ j u i ⁵¹	?	?	green	ŋjui⁵¹  | 1009.30	Atsi [Zaiwa] TBL	2	CCVT	ŋ j ui ⁵¹
