# Wordlist

# DATA
ID	CHECK	CLUSTERFORMAT	CLUSTERID	COGID	CONCEPT	CONCEPTID	CONCEPT_VARIANTS	DOCULECT	FORM_VARIANTS	HOMOPHONES	ID_BACK	IPA	METAGLOSS	MORPHEMES	ORIGINAL_CONCEPT	ORIGINAL_ENTRY	ORIGINAL_TAXNAME	PCOGSETS	PROSTRING	TOKENS
942	-	9 10	30	302	dirty	11	0	Lashi	0	0	117	a³¹san⁵⁵	dirty	a ³¹ + s a n ⁵⁵	dirty	a³¹ san⁵⁵  | 1086.33	Leqi (Luxi) TBL	9 10	VTCVcT	a ³¹ ◦ s a n ⁵⁵
943	-	6	27	260	dirty	11	0	Maru	0	0	116	la̱u³⁵	dirty	l a̱ u ³⁵	dirty	la̱u³⁵  | 1086.31	Langsu (Luxi) TBL	6	CVT	l a̱u ³⁵
944	-	3	26	245	dirty	11	0	Xiandao	0	0	111	ɤk³⁵	dirty	ɤ k ³⁵	dirty	ɤk³⁵  | 1086.29	Achang (Xiandao) TBL	3	VcT	ɤ k ³⁵
945	-	7 8	29	287	dirty	11	0	Old_Burmese	0	0	115	?	dirty	ȵ ɑ + s p ɑ t	dirty	? | ?	Burmese (Written) ZMYYC	7 8	CVcCVc	0
946	-	0	0	0	dirty	0	-	Proto-Burmese	-	-	-	0	-	-	0	0	-	0	-	0
#
947	-	1 2 0	95	1115	do not have	12	0	Achang_Longchuan	0	0	491	mă⁵¹pɔ⁵⁵	not	m ă ⁵¹ + p ɔ ⁵⁵	have, do not v.	mă⁵¹ pɔ⁵⁵  | 1519.28	Achang (Longchuan) TBL	1 2	CVTCVT	m ă ⁵¹ ◦ p ɔ ⁵⁵
948	-	1 0 3	95	1115	do not have	12	0	Atsi	0	0	493	ă²¹vo⁵⁵	not	ă ²¹ + v o ⁵⁵	have, do not v.	ă²¹ vo⁵⁵  | 1519.30	Atsi [Zaiwa] TBL	1 3	VTCVT	ă ²¹ ◦ v o ⁵⁵
949	-	1 0 3	95	1115	do not have	12	0	Bola	0	0	494	a³¹ɣa³⁵	not	a ³¹ + ɣ a ³⁵	have, do not v.	a³¹ ɣa³⁵  | 1519.32	Bola (Luxi) TBL	1 3	VTCVT	a ³¹ ◦ ɣ a ³⁵
950	-	1 0 3	95	1115	do not have	12	0	Lashi	0	0	496	a³¹ju⁵⁵	not	a ³¹ + j u ⁵⁵	have, do not v.	a³¹ ju⁵⁵  | 1519.33	Leqi (Luxi) TBL	1 3	VTCVT	a ³¹ ◦ j u ⁵⁵
951	-	1 0 3	95	1115	do not have	12	0	Maru	0	0	495	mə̆³¹ɣɔ⁵⁵	not	m ə̆ ³¹ + ɣ ɔ ⁵⁵	have, do not v.	mə̆³¹ ɣɔ⁵⁵  | 1519.31	Langsu (Luxi) TBL	1 3	CVTCVT	m ə̆ ³¹ ◦ ɣ ɔ ⁵⁵
952	-	1 2 0	95	1115	do not have	12	0	Xiandao	0	0	492	m³¹pɔ³⁵	not	m ³¹ + p ɔ ³⁵	have, do not v.	m³¹ pɔ³⁵  | 1519.29	Achang (Xiandao) TBL	1 2	CTCVT	m ³¹ p ɔ ³⁵
953	-	0	0	0	do not have	0	-	Proto-Burmese	-	-	-	0	-	-	0	0	-	0	-	0
#
1036	-	5	33	342	dry	13	0	Achang_Lianghe	0	0	118	kɑ̃³¹	dry	k ɑ̃ ³¹	dry	kɑ̃³¹  | 631.45	Achang (Lianghe) JZ-Achang	5	CVVT	k ɑ̃ ∼ ³¹
1037	-	8	37	402	dry	13	0	Achang_Longchuan	0	0	119	səʔ⁵⁵	dry	s ə ʔ ⁵⁵	dry	səʔ⁵⁵  | 1028.28	Achang (Longchuan) TBL	8	CVcT	s ə ʔ ⁵⁵
1038	-	3	34	356	dry	13	0	Achang_Luxi	0	0	120	wui⁵¹	dry	w u i ⁵¹	dry	wui⁵¹  | 091003	Achang (Luxi) JZ-Achang	3	CVT	w ui ⁵¹
1039	-	6	32	329	dry	13	0	Atsi	0	0	122	xui⁵⁵	dry	x u i ⁵⁵	dry	xui⁵⁵  | 1028.30	Atsi [Zaiwa] TBL	6	CVT	x ui ⁵⁵
1040	-	6	32	329	dry	13	0	Bola	0	0	123	kja̱uʔ⁵⁵	dry	k j a̱ u ʔ ⁵⁵	dry	kja̱uʔ⁵⁵  | 1028.32	Bola (Luxi) TBL	6	CCVcT	k j a̱u ʔ ⁵⁵
1041	-	6	32	329	dry	13	0	Burmese_ZMYYC	0	dry // six	124	khrok	dry	kʰ r ɔ k	dry	khrɔk  | 864.39	Burmese (Written) ZMYYC	6	CCVc	kh r o k
1042	-	6	32	329	dry	13	0	Hpun	xàʔ // xòʔ	0	125	xàʔ	dry	x à ʔ	dry	xàʔ, xòʔ  | 8	Hpun (Northern) EJAH-Hpun	6	CVc	x à ʔ
1043	-	6	32	329	dry	13	0	Lashi	0	0	128	kju̱ːʔ⁵⁵	dry	k j u̱ː ʔ ⁵⁵	dry	kju̱ːʔ⁵⁵  | 1028.33	Leqi (Luxi) TBL	6	CCVcT	k j u̱ː ʔ ⁵⁵
1044	-	6	32	329	dry	13	0	Maru	0	0	127	fai⁵⁵	dry	f a i ⁵⁵	dry	fai⁵⁵  | 1028.31	Langsu (Luxi) TBL	6	CVT	f ai ⁵⁵
1045	-	6	32	329	dry	13	0	Maru_D	0	0	129	tjaù'	dry	t j a ù '	dry	tjaù'  | 448	Maru [Langsu] JO-PB	6	CCV	t j aù
1046	-	7	38	415	dry	13	0	Xiandao	0	0	121	tsui³⁵	dry	ts u i ³⁵	dry	tsui³⁵  | 1028.29	Achang (Xiandao) TBL	7	CVT	ts ui ³⁵
1047	-	6	32	329	dry	13	0	Old_Burmese	0	dry // six	124	khro₂k	dry	kʰ r ɔ k	dry	khro₂k | ?	Burmese (Written) ZMYYC	6	CCVc	kh r o ₂ k
1048	-	0	0	0	dry	0	-	Proto-Burmese	-	-	-	0	-	-	0	0	-	0	-	0
#
1149	-	1 2 3 4	41	450	eight	14	0	Achang_Lianghe	0	0	162	tɑ³¹pjɑ³¹mɛ³¹luŋ³⁵	eight	t ɑ ³¹ + p j ɑ ³¹ + m ɛ ³¹ + l u ŋ ³⁵	eight	tɑ³¹ pjɑ³¹ mɛ³¹ luŋ³⁵  | 0405.22	Achang (Lianghe) JZ-Achang	1 2 3 4	CVTCCVTCVTCVcT	t ɑ ³¹ ◦ p j ɑ ³¹ ◦ m ɛ ³¹ ◦ l u ŋ ³⁵
1150	-	5 0 0 0	40	439	eight	14	0	Achang_Longchuan	0	0	163	ɕet⁵⁵	eight	ɕ e t ⁵⁵	eight	ɕet⁵⁵  | 0804.28	Achang (Longchuan) TBL	5	CVcT	ɕ e t ⁵⁵
1151	-	6	42	461	eight	14	0	Achang_Luxi	0	0	164	phən³¹khɯ³⁵	eight	?	eight	phən³¹ khɯ³⁵  | 0524.28	Achang (Luxi) JZ-Achang	6	CVcTCVT	ph ə n ³¹ ◦ kh ɯ ³⁵
1152	-	5 0 0 0	40	439	eight	14	0	Atsi	0	0	166	ʃit⁵⁵	eight	ʃ i t ⁵⁵	eight	ʃit⁵⁵  | 0804.30	Atsi [Zaiwa] TBL	5	CVcT	ʃ i t ⁵⁵
1153	-	5 0 0 0	40	439	eight	14	0	Bola	0	0	167	ʃɛʔ⁵⁵	eight	ʃ ɛ ʔ ⁵⁵	eight	ʃɛʔ⁵⁵  | 0804.32	Bola (Luxi) TBL	5	CVcT	ʃ ɛ ʔ ⁵⁵
1154	-	5 0 0 0	40	439	eight	14	0	Burmese_ZMYYC	0	0	168	rhac	eight	h r ɑ s	eight	hrɑs  | 918.39	Burmese (Written) ZMYYC	5	CVc	rh a c
1155	-	5 7 8 9	40	439	eight	14	0	Hpun	ʃìʔ yɔ́ŋ // màŋtàŋ	0	169	ʃìʔyɔ́ŋ	eight	ʃ ì + ʔ y ɔ́ + ŋ m à + ŋ t à ŋ	eight	ʃìʔ yɔ́ŋ; màŋtàŋ  | 13	Hpun (Northern) EJAH-Hpun	5 7 8 9	CVCCVcCVcCVc	ʃ ì ʔ ◦ y ɔ́ ŋ
1156	-	5 0 0 0	40	439	eight	14	0	Lashi	0	0	171	ʃɛ̱t⁵⁵	eight	ʃ ɛ̱ t ⁵⁵	eight	ʃɛ̱t⁵⁵  | 0804.33	Leqi (Luxi) TBL	5	CVcT	ʃ ɛ̱ t ⁵⁵
1157	-	5 0 0 0	40	439	eight	14	0	Maru	0	0	170	ʃɛʔ⁵⁵	eight	ʃ ɛ ʔ ⁵⁵	eight	ʃɛʔ⁵⁵  | 0804.31	Langsu (Luxi) TBL	5	CVcT	ʃ ɛ ʔ ⁵⁵
1158	-	5 0 0 0	40	439	eight	14	0	Xiandao	0	0	165	çɛʈ⁵⁵	eight	c ̧ ɛ ʈ ⁵⁵	eight	çɛʈ⁵⁵  | 0804.29	Achang (Xiandao) TBL	5	CVcT	ç ɛ ʈ ⁵⁵
1159	-	5 0 0 0	40	439	eight	14	0	Old_Burmese	0	0	168	rhyat	eight	h r ɑ s	eight	rhyat | ?	Burmese (Written) ZMYYC	5	CVc	rh y a t
1160	-	0	0	0	eight	0	-	Proto-Burmese	-	-	-	0	-	-	0	0	-	0	-	0
#
1240	-	1	43	473	far	15	0	Achang_Lianghe	0	0	172	wɑi³¹	far	w ɑ i ³¹	far	wɑi³¹  | 0123.26	Achang (Lianghe) JZ-Achang	1	CVT	w ɑi ³¹
1241	-	1	43	473	far	15	0	Achang_Longchuan	0	0	173	ve³¹	far	v e ³¹	far	ve³¹  | 0974.28	Achang (Longchuan) TBL	1	CVT	v e ³¹
1242	-	1	43	473	far	15	0	Achang_Luxi	0	0	174	wɛ⁵¹	far	w ɛ ⁵¹	far	wɛ⁵¹  | 0943.17	Achang (Luxi) JZ-Achang	1	CVT	w ɛ ⁵¹
1243	-	1	43	473	far	15	0	Atsi	0	0	176	ve²¹	far	v e ²¹	far	ve²¹  | 0974.30	Atsi [Zaiwa] TBL	1	CVT	v e ²¹
1244	-	1	43	473	far	15	0	Bola	0	0	177	vɛ³¹	far	v ɛ ³¹	far	vɛ³¹  | 0974.32	Bola (Luxi) TBL	1	CVT	v ɛ ³¹
1245	-	1	43	473	far	15	0	Burmese_ZMYYC	0	0	178	veḥ	far	w e ³	far	we³  | 817.39	Burmese (Written) ZMYYC	1	CVT	v e ḥ
1246	-	1	43	473	far	15	0	Hpun	wè // wè-ŋ	0	179	wè	far	w è	far	wè, wè-ŋ  | 395	Hpun (Northern) EJAH-Hpun	1	CV	w è
1247	-	1	43	473	far	15	0	Lashi	0	0	182	vɛː³³	far	v ɛː ³³	far	vɛː³³  | 0974.33	Leqi (Luxi) TBL	1	CVT	v ɛː ³³
1248	-	1	43	473	far	15	0	Maru	0	0	181	va³⁵	far	v a ³⁵	far	va³⁵  | 0974.31	Langsu (Luxi) TBL	1	CVT	v a ³⁵
1249	-	1	43	473	far	15	0	Xiandao	0	0	175	vɛ³¹	far	v ɛ ³¹	far	vɛ³¹  | 0974.29	Achang (Xiandao) TBL	1	CVT	v ɛ ³¹
1250	-	1	43	473	far	15	0	Old_Burmese	0	0	178	viyḥ	far	w e ³	far	viyḥ | ?	Burmese (Written) ZMYYC	1	CVT	v i y ḥ
1251	-	0	0	0	far	0	-	Proto-Burmese	-	-	-	0	-	-	0	0	-	0	-	0
#
1252	-	0 3	231	189	fat	16	0	Achang_Lianghe	0	0	1324	pjɑu³¹	the fat	p j ɑ u ³¹	fat 2	pjɑu³¹  | 1341.26	Achang (Lianghe) JZ-Achang	3	CCVT	p j ɑu ³¹
1253	-	0 1	230	187	fat	16	0	Achang_Longchuan_C	0	0	1317	tɕho⁵⁵	the fat	tɕʰ o ⁵⁵	fat 1	tɕho⁵⁵  | 0703.10	Achang (Longchuan) JZ-Achang	1	CVT	tɕh o ⁵⁵
1254	-	0 3	231	189	fat	16	0	Achang_Luxi	0	0	1326	pjau⁵¹	the fat	p j a u ⁵¹	fat 2	pjau⁵¹  | 1735	Achang (Luxi) JZ-Achang	3	CCVT	p j au ⁵¹
1255	-	0 1	230	187	fat	16	0	Atsi_C	0	0	1318	tshu⁵¹	the fat	tsʰ u ⁵¹	fat 1	tshu⁵¹  | 0533.30	Atsi [Zaiwa] JZ-Zaiwa	1	CVT	tsh u ⁵¹
1256	-	0 1	230	187	fat	16	0	Bola	0	0	1319	tshu⁵⁵	the fat	tsʰ u ⁵⁵	fat 1	tshu⁵⁵  | 1024.32 | 1025.32	Bola (Luxi) TBL	1	CVT	tsh u ⁵⁵
1257	-	2 3	231	189	fat	16	0	Burmese_ZMYYC	0	0	1320	chu phruiḥ	the fat	sʰ u + pʰ r o ³	fat 1	shu phro³  | 850.39	Burmese (Written) ZMYYC	2 3	CV_CCVT	ch u ◦ ph r ui ḥ
1258	-	4	233	191	fat	16	0	Hpun	0	0	1329	myáŋ	the fat	m y á ŋ	fat 3	myáŋ  | 145	Hpun (Northern) EJAH-Hpun	4	CCVc	m y á ŋ
1259	-	0 1	230	187	fat	16	0	Lashi	0	0	1323	tshuː³³	the fat	tsʰ uː ³³	fat 1	tshuː³³  | 1024.33 | 1025.33	Leqi (Luxi) TBL	1	CVT	tsh uː ³³
1260	-	0 1	230	187	fat	16	0	Lashi_B	0	fat // the grease	1322	tshu³³	the fat	tsʰ u ³³	fat 1	tshu³³  | 8.3	Lashi DQ-Lashi	1	CVT	tsh u ³³
1261	-	0 1	230	187	fat	16	0	Maru	0	0	1321	tshau³¹	the fat	tsʰ a u ³¹	fat 1	tshau³¹  | 1024.31 | 1025.31	Langsu (Luxi) TBL	1	CVT	tsh au ³¹
1262	-	0 3	231	189	fat	16	0	Xiandao_B	0	0	1327	pʐau³¹	the fat	pʐ a u ³¹	fat 2	pʐau³¹  | 1428 | 1429	Achang (Xiandao) DQ-Xiandao	3	CCVT	p ʐ au ³¹
1263	-	0 3	231	189	fat	16	0	Achang_Longchuan_C	0	0	1325	pʐau³¹	the fat	pʐ a u ³¹	fat 2	pʐau³¹  | 849.41	Achang (Longchuan) JZ-Achang	3	CCVT	p ʐ au ³¹
1264	-	4	233	191	fat	16	0	Atsi_C	0	0	1328	mjum⁵¹	the fat	m j u m ⁵¹	fat 3	mjum⁵¹  | 849.42	Atsi [Zaiwa] JZ-Zaiwa	4	CCVcT	m j u m ⁵¹
1265	-	5	234	192	fat	16	0	Burmese_ZMYYC	0	to be satiated // fat	1330	va	the fat	w ɑ ¹	fat 4	wɑ¹  | 849.39	Burmese (Written) ZMYYC	5	CV	v a
1266	-	2 3	231	189	fat	16	0	Old_Burmese	0	0	1320	?	the fat	sʰ u + pʰ r o ³	fat 1	? | ?	Burmese (Written) ZMYYC	2 3	CV_CCVT	0
1267	-	5	234	192	fat	16	0	Old_Burmese	0	to be satiated // fat	1330	va	the fat	w ɑ ¹	fat 4	va | ?	Burmese (Written) ZMYYC	5	CV	v a
1268	-	0	0	0	fat	0	-	Proto-Burmese	-	-	-	0	-	-	0	0	-	0	-	0
#
1319	-	1	44	489	few	17	0	Achang_Lianghe	0	0	191	nɯŋ³¹	few	n ɯ ŋ ³¹	little / few	nɯŋ³¹  | 1707.22	Achang (Lianghe) JZ-Achang	1	CVcT	n ɯ ŋ ³¹
1320	-	1	44	489	few	17	0	Achang_Longchuan	0	0	183	nəŋ³¹	few	n ə ŋ ³¹	few / little adj 1	nəŋ³¹  | 0988.28	Achang (Longchuan) TBL	1	CVcT	n ə ŋ ³¹
1321	-	1	44	489	few	17	0	Achang_Longchuan_B	0	0	192	nəŋ³¹	few	n ə ŋ ³¹	little / few	nəŋ³¹  | 820.41	Achang (Longchuan) ZMYYC	1	CVcT	n ə ŋ ³¹
1322	-	1	44	489	few	17	0	Achang_Luxi	0	0	193	nəŋ⁵¹	few	n ə ŋ ⁵¹	little / few	nəŋ⁵¹  | 777.43	Achang (Luxi) JZ-Achang	1	CVcT	n ə ŋ ⁵¹
1323	-	2	45	502	few	17	0	Atsi	0	0	187	ʃau²¹	few	ʃ a u ²¹	few / little adj 2	ʃau²¹  | 0988.30	Atsi [Zaiwa] TBL	2	CVT	ʃ au ²¹
1324	-	2	45	502	few	17	0	Atsi_B	0	0	194	ʃau²¹	few	ʃ a u ²¹	little / few	ʃau²¹  | 820.42	Atsi [Zaiwa] ZMYYC	2	CVT	ʃ au ²¹
1325	-	2	45	502	few	17	0	Bola	0	0	188	ʃau³¹	few	ʃ a u ³¹	few / little adj 2	ʃau³¹  | 0988.32	Bola (Luxi) TBL	2	CVT	ʃ au ³¹
1326	-	1	44	489	few	17	0	Burmese_ZMYYC	0	0	195	naññḥ	few	n ɑ ȵ ³	little / few	nɑȵ³  | 820.39	Burmese (Written) ZMYYC	1	CVcT	n a ññ ḥ
1327	-	1	44	489	few	17	few / little adj 1 // near 1	Hpun	nè // nè-ŋ	few // near	185	nè	few	n è	few / little adj 1	nè, nè-ŋ  | 154	Hpun (Northern) EJAH-Hpun	1	CV	n è
1328	-	2	45	502	few	17	0	Lashi	0	0	190	ʃaːu⁵⁵	few	ʃ aː u ⁵⁵	few / little adj 2	ʃaːu⁵⁵  | 0988.33	Leqi (Luxi) TBL	2	CVT	ʃ aːu ⁵⁵
1329	-	2	45	502	few	17	0	Maru	0	0	189	ʃau³¹	few	ʃ a u ³¹	few / little adj 2	ʃau³¹  | 0988.31	Langsu (Luxi) TBL	2	CVT	ʃ au ³¹
1330	-	2	45	502	few	17	0	Maru_B	0	0	196	ʃau³¹	few	ʃ a u ³¹	little / few	ʃau³¹  | 820.43	Maru [Langsu] ZMYYC	2	CVT	ʃ au ³¹
1331	-	1	44	489	few	17	0	Xiandao	0	0	184	nɤŋ³¹	few	n ɤ ŋ ³¹	few / little adj 1	nɤŋ³¹  | 0988.29	Achang (Xiandao) TBL	1	CVcT	n ɤ ŋ ³¹
1332	-	1	44	489	few	17	few / little adj 1 // near 1	Hpun	nè // nè-ŋ	few // near	186	nè-ŋ	few	n è ŋ	few / little adj 1	nè, nè-ŋ  | 154	Hpun (Northern) EJAH-Hpun	1	CVc	n è ŋ
1333	-	1	44	489	few	17	0	Old_Burmese	0	0	195	nañḥ	few	n ɑ ȵ ³	little / few	nañḥ | ?	Burmese (Written) ZMYYC	1	CVcT	n a ñ ḥ
1334	-	0	0	0	few	0	-	Proto-Burmese	-	-	-	0	-	-	0	0	-	0	-	0
#
1420	-	1	46	518	five	18	0	Achang_Lianghe	0	0	197	ŋɑ³¹	five	ŋ ɑ ³¹	five	ŋɑ³¹  | 0929.43	Achang (Lianghe) JZ-Achang	1	CVT	ŋ ɑ ³¹
1421	-	1	46	518	five	18	0	Achang_Longchuan	0	0	198	ŋɔ³¹	five	ŋ ɔ ³¹	five	ŋɔ³¹  | 0801.28	Achang (Longchuan) TBL	1	CVT	ŋ ɔ ³¹
1422	-	1	46	518	five	18	0	Achang_Luxi	0	0	199	ŋa⁵¹	five	ŋ a ⁵¹	five	ŋa⁵¹  | 0291.16	Achang (Luxi) JZ-Achang	1	CVT	ŋ a ⁵¹
1423	-	1	46	518	five	18	0	Atsi	0	0	201	ŋo²¹	five	ŋ o ²¹	five	ŋo²¹  | 0801.30	Atsi [Zaiwa] TBL	1	CVT	ŋ o ²¹
1424	-	1	46	518	five	18	0	Bola	0	0	202	ŋa³¹	five	ŋ a ³¹	five	ŋa³¹  | 0801.32	Bola (Luxi) TBL	1	CVT	ŋ a ³¹
1425	-	1	46	518	five	18	0	Burmese_ZMYYC	0	five // the fish	203	ṅāḥ	five	ŋ ɑ ³	five	ŋɑ³  | 915.39	Burmese (Written) ZMYYC	1	CVT	ṅ ā ḥ
1426	-	2 3	47	531	five	18	0	Hpun	0	0	204	kɔ̀ŋyɔ̀ŋ	five	k ɔ̀ + ŋ y ɔ̀ ŋ	five	kɔ̀ŋyɔ̀ŋ  | 57	Hpun (Northern) EJAH-Hpun	2 3	CVCCVc	k ɔ̀ ◦ ŋ y ɔ̀ ŋ
1427	-	1	46	518	five	18	0	Lashi	0	0	206	ŋ³³	five	ŋ ³³	five	ŋ³³  | 0801.33	Leqi (Luxi) TBL	1	CT	ŋ ³³
1428	-	1	46	518	five	18	0	Maru	0	0	205	ŋɔ⁵⁵	five	ŋ ɔ ⁵⁵	five	ŋɔ⁵⁵  | 0801.31	Langsu (Luxi) TBL	1	CVT	ŋ ɔ ⁵⁵
1429	-	1	46	518	five	18	0	Xiandao	0	0	200	ŋɔ³¹	five	ŋ ɔ ³¹	five	ŋɔ³¹  | 0801.29	Achang (Xiandao) TBL	1	CVT	ŋ ɔ ³¹
1430	-	1	46	518	five	18	0	Old_Burmese	0	five // the fish	203	ṅāḥ	five	ŋ ɑ ³	five	ṅāḥ | ?	Burmese (Written) ZMYYC	1	CVT	ṅ ā ḥ
1431	-	0	0	0	five	0	-	Proto-Burmese	-	-	-	0	-	-	0	0	-	0	-	0
#
1530	-	1 0	48	554	four	19	0	Achang_Lianghe	0	0	207	mɛ³¹	four	m ɛ ³¹	four	mɛ³¹  | 1390.42	Achang (Lianghe) JZ-Achang	1	CVT	m ɛ ³¹
1531	-	1 0	48	554	four	19	0	Achang_Longchuan	0	0	208	mi³¹	four	m i ³¹	four	mi³¹  | 0800.28	Achang (Longchuan) TBL	1	CVT	m i ³¹
1532	-	1 0	48	554	four	19	0	Achang_Luxi	0	0	209	mɯ³¹	four	m ɯ ³¹	four	mɯ³¹  | 519.36	Achang (Luxi) JZ-Achang	1	CVT	m ɯ ³¹
1533	-	1 0	48	554	four	19	0	Atsi	0	four // the fire // the wife	211	mji²¹	four	m j i ²¹	four	mji²¹  | 0800.30	Atsi [Zaiwa] TBL	1	CCVT	m j i ²¹
1534	-	1 0	48	554	four	19	0	Bola	0	0	212	məi³¹	four	m ə i ³¹	four	məi³¹  | 0800.32	Bola (Luxi) TBL	1	CVT	m əi ³¹
1535	-	1 0	48	554	four	19	0	Burmese_ZMYYC	0	four // heavy // the bow (for arrow)	213	leḥ	four	l e ³	four	le³  | 914.39	Burmese (Written) ZMYYC	1	CVT	l e ḥ
1536	-	1 0	48	554	four	19	0	Hpun	yì // ɲì	0	214	yì	four	y ì	four	yì, ɲì  | 1.77	Hpun (Northern) EJAH-Hpun	1	CV	y ì
1537	-	1 0	48	554	four	19	0	Lashi	0	0	217	mei³³	four	m e i ³³	four	mei³³  | 0800.33	Leqi (Luxi) TBL	1	CVT	m ei ³³
1538	-	1 0	48	554	four	19	0	Maru	0	0	216	pjik³¹	four	p j i k ³¹	four	pjik³¹  | 0800.31	Langsu (Luxi) TBL	1	CCVcT	p j i k ³¹
1539	-	1 0	48	554	four	19	0	Xiandao	0	0	210	mi⁵⁵	four	m i ⁵⁵	four	mi⁵⁵  | 0800.29	Achang (Xiandao) TBL	1	CVT	m i ⁵⁵
1540	-	1 0	48	554	four	19	0	Old_Burmese	0	four // heavy // the bow (for arrow)	213	liyḥ	four	l e ³	four	liyḥ | ?	Burmese (Written) ZMYYC	1	CVT	l i y ḥ
1541	-	0	0	0	four	0	-	Proto-Burmese	-	-	-	0	-	-	0	0	-	0	-	0
#
1542	-	1 2	48	555	four things	20	0	Hpun	ɲìkɔ́ŋ // yìkɔ́ŋ	0	218	ɲìkɔ́ŋ	four	ɲ ì + k ɔ́ ŋ	four things	ɲì kɔ́ŋ, yì kɔ́ŋ  | S.8	Hpun (Northern) EJAH-Hpun	1 2	CVCVc	ɲ ì ◦ k ɔ́ ŋ
1543	-	0	0	0	four things	0	-	Proto-Burmese	-	-	-	0	-	-	0	0	-	0	-	0
#
1580	-	1	49	567	full	21	full // basket, large bamboo	Achang_Lianghe	0	full // the bamboo basket	220	pɯŋ³¹	full	p ɯ ŋ ³¹	full	pɯŋ³¹  | 0984.29	Achang (Lianghe) JZ-Achang	1	CVcT	p ɯ ŋ ³¹
1581	-	1	49	567	full	21	0	Achang_Longchuan	0	0	235	pʐəŋ³⁵	full	pʐ ə ŋ ³⁵	full adj	pʐəŋ³⁵  | 0984.28	Achang (Longchuan) TBL	1	CCVcT	p ʐ ə ŋ ³⁵
1582	-	1	49	567	full	21	0	Achang_Longchuan_B	0	0	221	pʐəŋ³⁵	full	pʐ ə ŋ ³⁵	full	pʐəŋ³⁵  | 846.41	Achang (Longchuan) ZMYYC	1	CCVcT	p ʐ ə ŋ ³⁵
1583	-	1	49	567	full	21	0	Achang_Luxi	0	0	222	pəŋ⁵¹	full	p ə ŋ ⁵¹	full	pəŋ⁵¹  | 0213.33	Achang (Luxi) JZ-Achang	1	CVcT	p ə ŋ ⁵¹
1584	-	1	49	567	full	21	0	Atsi	0	0	237	pjiŋ⁵⁵	full	p j i ŋ ⁵⁵	full adj	pjiŋ⁵⁵  | 0984.30	Atsi [Zaiwa] TBL	1	CCVcT	p j i ŋ ⁵⁵
1585	-	1	49	567	full	21	0	Atsi_B	0	0	223	pjiŋ⁵⁵	full	p j i ŋ ⁵⁵	full	pjiŋ⁵⁵  | 846.42	Atsi [Zaiwa] ZMYYC	1	CCVcT	p j i ŋ ⁵⁵
1586	-	1	49	567	full	21	0	Bola	0	0	238	pjaŋ³⁵	full	p j a ŋ ³⁵	full adj	pjaŋ³⁵  | 0984.32	Bola (Luxi) TBL	1	CCVcT	p j a ŋ ³⁵
1587	-	1	49	567	full	21	0	Burmese_ZMYYC	0	0	224	praññʔ	full	p r ɑ ȵ ¹	full	prɑȵ¹  | 846.39	Burmese (Written) ZMYYC	1	CCVcc	p r a ññ ʔ
1588	-	1	49	567	full	21	0	Hpun	0	0	225	pyài-ŋ	full	p y à i ŋ	full	pyài-ŋ  | 177	Hpun (Northern) EJAH-Hpun	1	CCVc	p y ài ŋ
1589	-	1	49	567	full	21	0	Lashi	0	0	240	pjəːŋ⁵⁵	full	p j əː ŋ ⁵⁵	full adj	pjəːŋ⁵⁵  | 0984.33	Leqi (Luxi) TBL	1	CCVcT	p j əː ŋ ⁵⁵
1590	-	1	49	567	full	21	0	Maru	0	0	239	pjaŋ⁵⁵	full	p j a ŋ ⁵⁵	full adj	pjaŋ⁵⁵  | 0984.31	Langsu (Luxi) TBL	1	CCVcT	p j a ŋ ⁵⁵
1591	-	1	49	567	full	21	0	Maru_B	0	0	226	pjaŋ⁵⁵	full	p j a ŋ ⁵⁵	full	pjaŋ⁵⁵  | 846.43	Maru [Langsu] ZMYYC	1	CCVcT	p j a ŋ ⁵⁵
1592	-	1	49	567	full	21	0	Xiandao	0	0	236	pɯŋ³⁵	full	p ɯ ŋ ³⁵	full adj	pɯŋ³⁵  | 0984.29	Achang (Xiandao) TBL	1	CVcT	p ɯ ŋ ³⁵
1593	-	1	49	567	full	21	0	Old_Burmese	0	0	224	plañʔ	full	p r ɑ ȵ ¹	full	plañʔ | 1	Burmese (Written) ZMYYC	1	CCVcc	p l a ñ ʔ
1594	-	0	0	0	full	0	-	Proto-Burmese	-	-	-	0	-	-	0	0	-	0	-	0
#
1652	-	0 2	52	613	good	22	0	Achang_Lianghe	0	0	242	kɛ⁵⁵	good	k ɛ ⁵⁵	good	kɛ⁵⁵  | 954.19	Achang (Lianghe) JZ-Achang	2	CVT	k ɛ ⁵⁵
1653	-	0 2	52	613	good	22	0	Achang_Longchuan	0	0	243	tɕi⁵⁵	good	tɕ i ⁵⁵	good	tɕi⁵⁵  | 1052.28	Achang (Longchuan) TBL	2	CVT	tɕ i ⁵⁵
1654	-	0 2	52	613	good	22	0	Achang_Luxi	0	0	244	kəi³¹	good	k ə i ³¹	good	kəi³¹  | 69	Achang (Luxi) JZ-Achang	2	CVT	k əi ³¹
1655	-	0 2	52	613	good	22	0	Atsi	0	0	246	ke⁵¹	good	k e ⁵¹	good	ke⁵¹  | 1052.30	Atsi [Zaiwa] TBL	2	CVT	k e ⁵¹
