ID	DOCULECT	CONCEPT	DOCULECT_IS	CONCEPT_NUMBER_IS	VALUE_IS	VALUE	NOTES	NOTES_MM	COGID	SEGMENTS
1147	Proto-Burmish	navel	PB	248	chaʔ	chaʔ	PL: Ak		246	c h a ʔ
1148	Proto-Lolo	navel	PL	248	chaʔ¹	chaʔ¹	PL: Ak		246	c h a ʔ ¹
1149	Proto-Lolo-Burmese	navel	PLB	248	chaʔ¹	chaʔ¹	PL: Ak		246	c h a ʔ ¹
1150	Rangoon	navel	Spoken Burmese	248	cheʔ	cheʔ	PL: Ak		246	c h e ʔ
1151	Atsi	neck	Atsi	249	lîŋtsîŋ	lîŋtsîŋ			247	l î ŋ + t s î ŋ
1152	Lisu	neck	Lisu	249	kə́tsí	kə́tsí			247	k ə́ + t s í
1153	Maru	neck	Maru	249	làŋtsàŋ	làŋtsàŋ			247	l à ŋ + t s à ŋ
1154	Proto-Burmish	neck	PB	249	liŋ¹ᵃtsiŋ²ᶜ	liŋ¹ᵃtsiŋ²ᶜ			247	l i ŋ ¹ᵃ + t s i ŋ ²ᶜ
1155	Rangoon	neck	Spoken Burmese	249	lé	lé			247	l é
1156	Akha	negative prefix	Akha	250	mà-	mà-	BSB, Maru: R		248	m à
1157	Lisu	negative prefix	Lisu	250	mà-	mà-	BSB, Maru: R		248	m à
1158	Maru	negative prefix	Maru	250	mă-	mă-	BSB, Maru: R		248	m ă
1159	Proto-Lolo	negative prefix	PL	250	ma²	ma²	BSB, Maru: R		248	m a ²
1160	Rangoon	negative prefix	Spoken Burmese	250	mă-	mă-	BSB, Maru: R		248	m ă
1161	Atsi	nephew-1	Atsi	251	tú	tú	Lisu: tone		249	t ú
1162	Lisu	nephew-1	Lisu	251	dû	dû	Lisu: tone		249	d û
1163	Maru	nephew-1	Maru	251	tàu	tàu	Lisu: tone		249	t à u
1164	Proto-Burmish	nephew-1	PB	251	tu¹ᵇ	tu¹ᵇ	Lisu: tone		249	t u ¹ᵇ
1165	Rangoon	nephew-1	Spoken Burmese	251	tú	tú	Lisu: tone		249	t ú
1166	Atsi	nephew-2 (cross)	Atsi	252	tsàáu	tsàáu			250	t s à áu
1167	Maru	nephew-2 (cross)	Maru	252	ùk	ùk			250	ù k
1168	Proto-Burmish	nephew-2 (cross)	PB	252	o¹ᵇ	o¹ᵇ			250	o ¹ᵇ
1169	Atsi	nest	Atsi	253	sut	sut	BSB: F		251	s u t
1170	Maru	nest	Maru	253	ŋʔoʔsát	ŋʔoʔsát	BSB: F		251	ŋ ʔ o + ʔ s á t
1171	Proto-Burmish	nest	PB	253	sut	sut	BSB: F		251	s u t
1172	Rangoon	nest	Spoken Burmese	253	ăθaiʔ	ăθaiʔ	BSB: F		251	ă + θ ai ʔ
1173	Atsi	net (finishing)	Atsi	254	sùmkòn	sùmkòn			252	s ù m + k ò n
1174	Maru	net (finishing)	Maru	254	kùm	kùm			252	k ù m
1175	Proto-Burmish	net (finishing)	PB	254	kun¹	kun¹			252	k u n ¹
1176	Rangoon	net (finishing)	Spoken Burmese	254	kún	kún			252	k ú n
1177	Atsi	new	Atsi	255	sik	sik			253	s i k
1178	Maru	new	Maru	255	sák	sák			253	s á k
1179	Proto-Burmish	new	PB	255	sik	sik			253	s i k
1180	Rangoon	new	Spoken Burmese	255	ăθiʔ	ăθiʔ			253	ă + θ i ʔ
1181	Akha	nine	Akha	256	γø̀	γø̀	PB: Bu; Atsi: tone; Maru: F		254	 + γ ø̀
1182	Atsi	nine	Atsi	256	kâu	kâu	PB: Bu; Atsi: tone; Maru: F		254	k â u
1183	Maru	nine	Maru	256	kòʔ	kòʔ	PB: Bu; Atsi: tone; Maru: F		254	k ò ʔ
1184	Proto-Burmish	nine	PB	256	ko²	ko²	PB: Bu; Atsi: tone; Maru: F		254	k o ²
1185	Proto-Lolo	nine	PL	256	g̣o²	g̣o²	PB: Bu; Atsi: tone; Maru: F		254	g̣ o ²
1186	Proto-Lolo-Burmese	nine	PLB	256	ko²	ko²	PB: Bu; Atsi: tone; Maru: F		254	k o ²
1187	Rangoon	nine	Spoken Burmese	256	kôu	kôu	PB: Bu; Atsi: tone; Maru: F		254	k ô u
1188	Akha	nose	Akha	257	námɛ́	námɛ́	Lahu: tone		255	n á + m ɛ́
1189	Atsi	nose	Atsi	257	nɂó	nɂó	Lahu: tone		255	n ɂ ó
1190	Lisu	nose	Lisu	257	nâbī	nâbī	Lahu: tone		255	n â + b ī
1191	Maru	nose	Maru	257	nʔò	nʔò	Lahu: tone		255	n ʔ ò
1192	Proto-Burmish	nose	PB	257	nʔa¹ᵇ	nʔa¹ᵇ	Lahu: tone		255	n ʔ a ¹ᵇ
1193	Proto-Lolo	nose	PL	257	nʔa¹	nʔa¹	Lahu: tone		255	n ʔ a ¹
1194	Proto-Lolo-Burmese	nose	PLB	257	nʔa¹ᵇ	nʔa¹ᵇ	Lahu: tone		255	n ʔ a ¹ᵇ
1195	Rangoon	nose	Spoken Burmese	257	hná	hná	Lahu: tone		255	h n á
1203	Atsi	old (of objects)	Atsi	259	ătshàu	ătshàu			257	ă + t s + h à u
1204	Maru	old (of objects)	Maru	259	ătshúk	ătshúk			257	ă + t s + h ú k
1205	Proto-Burmish	old (of objects)	PB	259	tsho²	tsho²			257	t s + h o ²
1206	Rangoon	old (of objects)	Spoken Burmese	259	shôu	shôu			257	s h ô u
1196	Akha	old (of people)	Akha	258	tsɔ́mɔ̀	tsɔ́mɔ̀	Atsi: T		256	t s ɔ́ + m ɔ̀
1197	Atsi	old (of people)	Atsi	258	màŋtsò	màŋtsò	Atsi: T		256	m à ŋ + t s ò
1198	Maru	old (of people)	Maru	258	mā	mā	Atsi: T		256	m ā
1199	Proto-Burmish	old (of people)	PB	258	maŋ²	maŋ²	Atsi: T		256	m a ŋ ²
1200	Proto-Lolo	old (of people)	PL	258	mɔ²	mɔ²	Atsi: T		256	m ɔ ²
1201	Proto-Lolo-Burmese	old (of people)	PLB	258	maŋ²	maŋ²	Atsi: T		256	m a ŋ ²
1202	Rangoon	old (of people)	Spoken Burmese	258	mîn	mîn	Atsi: T		256	m î n
1207	Atsi	onion	Atsi	260	hùsún	hùsún	Maru: I		258	h ù + s ú n
1208	Maru	onion	Maru	260	hāu	hāu	Maru: I		258	h ā u
1209	Proto-Burmish	onion	PB	260	sun¹ᵇ	sun¹ᵇ	Maru: I		258	s u n ¹ᵇ
1210	Rangoon	onion	Spoken Burmese	260	ceʔθún	ceʔθún	Maru: I		258	c e + ʔ θ ú n
1211	Lisu	overtake	Lisu	261	gaʔmə̂	gaʔmə̂			259	g a + ʔ m ə̂
1212	Maru	overtake	Maru	261	mʔyì	mʔyì			259	m ʔ y ì
1213	Proto-Burmish	overtake	PB	261	mʔi¹	mʔi¹			259	m ʔ i ¹
1214	Proto-Lolo	overtake	PL	261	mʔi¹	mʔi¹			259	m ʔ i ¹
1215	Proto-Lolo-Burmese	overtake	PLB	261	mʔi¹	mʔi¹			259	m ʔ i ¹
1216	Rangoon	overtake	Spoken Burmese	261	hmí	hmí			259	h m í
1217	Atsi	owl	Atsi	262	khùŋpup	khùŋpup	BSB: 1st syl FT, 2nd syl V		260	k h ù ŋ + p u p
1218	Maru	owl	Maru	262	khōŋpàp	khōŋpàp	BSB: 1st syl FT, 2nd syl V		260	k h ō ŋ + p à p
1219	Proto-Burmish	owl	PB	262	khoŋ²pup	khoŋ²pup	BSB: 1st syl FT, 2nd syl V		260	k h o ŋ ² + p u p
1220	Rangoon	owl	Spoken Burmese	262	gínbouʔ	gínbouʔ	BSB: 1st syl FT, 2nd syl V		260	g í n + b ou ʔ
1221	Atsi	pair	Atsi	263	tsûm	tsûm	PL: La		261	t s û m
1222	Proto-Burmish	pair	PB	263	tsum¹ᵃ	tsum¹ᵃ	PL: La		261	t s u m ¹ᵃ
1223	Proto-Lolo	pair	PL	263	dzum¹	dzum¹	PL: La		261	d z u m ¹
1224	Proto-Lolo-Burmese	pair	PLB	263	tsum¹ᵃ	tsum¹ᵃ	PL: La		261	t s u m ¹ᵃ
1225	Rangoon	pair	Spoken Burmese	263	sóun	sóun	PL: La		261	s ó u n
1226	Akha	palm sole	Akha	264	zà	zà	PL: Ak		262	z à
1227	Atsi	palm sole	Atsi	264	và	và	PL: Ak		262	v à
1228	Maru	palm sole	Maru	264	wō	wō	PL: Ak		262	w ō
1229	Proto-Burmish	palm sole	PB	264	wa²	wa²	PL: Ak		262	w a ²
1230	Proto-Lolo	palm sole	PL	264	wa²	wa²	PL: Ak		262	w a ²
1231	Proto-Lolo-Burmese	palm sole	PLB	264	wa²	wa²	PL: Ak		262	w a ²
1232	Rangoon	palm sole	Spoken Burmese	264	wâ	wâ	PL: Ak		262	w â
1233	Akha	parrot (cf. bird)	Akha	265	ájíxàjè	ájíxàjè	Akha: T		263	á + j í + x à + j è
1234	Atsi	parrot (cf. bird)	Atsi	265	cì	cì	Akha: T		263	c ì
1235	Lisu	parrot (cf. bird)	Lisu	265	ájù̸	ájù̸	Akha: T		263	á + j ù̸
1236	Maru	parrot (cf. bird)	Maru	265	cìtàu	cìtàu	Akha: T		263	c ì + t à u
1237	Proto-Burmish	parrot (cf. bird)	PB	265	cei²ᶜ	cei²ᶜ	Akha: T		263	c ei ²ᶜ
1238	Proto-Lolo	parrot (cf. bird)	PL	265	jei²	jei²	Akha: T		263	j ei ²
1239	Proto-Lolo-Burmese	parrot (cf. bird)	PLB	265	cei²ᶜ	cei²ᶜ	Akha: T		263	c ei ²ᶜ
1240	Rangoon	parrot (cf. bird)	Spoken Burmese	265	cêihŋeʔ	cêihŋeʔ	Akha: T		263	c ê i + h ŋ e ʔ
1241	Atsi	penis	Atsi	266	nʔyì	nʔyì	PL: La		264	n ʔ y ì
1242	Maru	penis	Maru	266	nʔyī	nʔyī	PL: La		264	n ʔ y ī
1243	Proto-Burmish	penis	PB	266	nʔyi²	nʔyi²	PL: La		264	n ʔ yi ²
1244	Proto-Lolo	penis	PL	266	nʔyi²	nʔyi²	PL: La		264	n ʔ yi ²
1245	Proto-Lolo-Burmese	penis	PLB	266	nʔyi²	nʔyi²	PL: La		264	n ʔ yi ²
1249	Atsi	person (classifier)	Atsi	268	yuʔ	yuʔ	PL: Li		266	yu ʔ
1250	Lisu	person (classifier)	Lisu	268	řô	řô	PL: Li		266	ř ô
1251	Maru	person (classifier)	Maru	268	yòk	yòk	PL: Li		266	y ò k
1252	Proto-Burmish	person (classifier)	PB	268	yok	yok	PL: Li		266	yo k
1253	Proto-Lolo	person (classifier)	PL	268	yoʔ	yoʔ	PL: Li		266	yo ʔ
1254	Proto-Lolo-Burmese	person (classifier)	PLB	268	yok²	yok²	PL: Li		266	yo k ²
1255	Rangoon	person (classifier)	Spoken Burmese	268	yauʔ	yauʔ	PL: Li		266	yau ʔ
1246	Akha	person (noun)	Akha	267	tsɔ́hà	tsɔ́hà			265	t s ɔ́ + h à
1247	Lisu	person (noun)	Lisu	267	tshɔ̄	tshɔ̄			265	t s + h ɔ̄
1248	Proto-Lolo	person (noun)	PL	267	tshɔ¹	tshɔ¹			265	t s + h ɔ ¹
1256	Akha	pick (harvest)	Akha	269	pyāʔ	pyāʔ	PB: At; PL: Akha	Burling's At is an error for Ak; corrected this in Burling notes column	267	p y ā ʔ
1257	Atsi	pick (harvest)	Atsi	269	phyoʔ	phyoʔ	PB: At; PL: Akha	Burling's At is an error for Ak; corrected this in Burling notes column	267	p h yo ʔ
1258	Proto-Burmish	pick (harvest)	PB	269	phyaʔ	phyaʔ	PB: At; PL: Akha	Burling's At is an error for Ak; corrected this in Burling notes column	267	p h ya ʔ
1259	Proto-Lolo	pick (harvest)	PL	269	phyaʔ²	phyaʔ²	PB: At; PL: Akha	Burling's At is an error for Ak; corrected this in Burling notes column	267	p h ya ʔ ²
1260	Proto-Lolo-Burmese	pick (harvest)	PLB	269	phyaʔ²	phyaʔ²	PB: At; PL: Akha	Burling's At is an error for Ak; corrected this in Burling notes column	267	p h ya ʔ ²
1261	Akha	pig	Akha	270	àzàʔ	àzàʔ			268	à + z à ʔ
1262	Atsi	pig	Atsi	270	vaʔ	vaʔ			268	v a ʔ
1263	Lisu	pig	Lisu	270	wæʔ	wæʔ			268	w æ ʔ
1264	Maru	pig	Maru	270	wòʔ	wòʔ			268	w ò ʔ
1265	Proto-Burmish	pig	PB	270	wa¹	wa¹			268	w a ¹
1266	Proto-Lolo	pig	PL	270	waʔ¹	waʔ¹			268	w a ʔ ¹
1267	Proto-Lolo-Burmese	pig	PLB	270	waʔ¹	waʔ¹			268	w a ʔ ¹
1268	Rangoon	pig	Spoken Burmese	270	weʔ	weʔ			268	w e ʔ
1269	Atsi	place (noun)	Atsi	271	côvô	côvô			269	c ô + v ô
1270	Maru	place (noun)	Maru	271	còʔγò	còʔγò			269	c ò ʔ + γ ò
1271	Proto-Burmish	place (noun)	PB	271	γa¹ᵃ	γa¹ᵃ			269	 + γ a ¹ᵃ
1272	Rangoon	place (noun)	Spoken Burmese	271	yá	yá			269	yá
1273	Akha	place (verb)	Akha	272	yútà	yútà			270	yú + t à
1274	Atsi	place (verb)	Atsi	272	tʔó	tʔó			270	t ʔ ó
1275	Maru	place (verb)	Maru	272	tʔō	tʔō			270	t ʔ ō
1276	Proto-Burmish	place (verb)	PB	272	tʔa²	tʔa²			270	t ʔ a ²
1277	Proto-Lolo	place (verb)	PL	272	ta²	ta²			270	t a ²
1278	Proto-Lolo-Burmese	place (verb)	PLB	272	tʔa²	tʔa²			270	t ʔ a ²
1279	Rangoon	place (verb)	Spoken Burmese	272	thâ	thâ			270	t h â
1280	Lisu	plant (crops) (verb)	Lisu	273	tə̂	tə̂			271	t ə̂
1281	Proto-Lolo	plant (crops) (verb)	PL	273	ti¹/³	ti¹/³			271	t i ¹ + / ³
1282	Akha	poison	Akha	274	dɔ̀ʔ	dɔ̀ʔ	PB: Bu		272	d ɔ̀ ʔ
1283	Lisu	poison	Lisu	274	doʔ	doʔ	PB: Bu		272	d o ʔ
1284	Proto-Burmish	poison	PB	274	tok	tok	PB: Bu		272	t o k
1285	Proto-Lolo	poison	PL	274	doʔ¹	doʔ¹	PB: Bu		272	d o ʔ ¹
1286	Proto-Lolo-Burmese	poison	PLB	274	tok¹	tok¹	PB: Bu		272	t o k ¹
1287	Rangoon	poison	Spoken Burmese	274	tauʔ	tauʔ	PB: Bu		272	t au ʔ
1288	Akha	porcupine	Akha	275	pú	pú			273	p ú
1289	Atsi	porcupine	Atsi	275	pʔyú	pʔyú			273	p ʔ yú
1290	Lisu	porcupine	Lisu	275	pû̸	pû̸			273	p û̸
1291	Maru	porcupine	Maru	275	pʔyù	pʔyù			273	p ʔ y ù
1292	Proto-Burmish	porcupine	PB	275	pʔyu¹ᵇ	pʔyu¹ᵇ			273	p ʔ yu ¹ᵇ
1293	Proto-Lolo	porcupine	PL	275	pu¹	pu¹			273	p u ¹
1294	Proto-Lolo-Burmese	porcupine	PLB	275	pʔyu¹ᵇ	pʔyu¹ᵇ			273	p ʔ yu ¹ᵇ
1295	Rangoon	porcupine	Spoken Burmese	275	phyú	phyú			273	p h yú
1296	Atsi	pot-1	Atsi	276	àu	àu	Maru: F		274	à u
1297	Maru	pot-1	Maru	276	óʔ	óʔ	Maru: F		274	ó ʔ
1298	Proto-Burmish	pot-1	PB	276	o²	o²	Maru: F		274	o ²
1299	Rangoon	pot-1	Spoken Burmese	276	ôu	ôu	Maru: F		274	ô u
1300	Akha	pot-2	Akha	277	xū	xū			275	x ū
1301	Proto-Lolo	pot-2	PL	277	ḳhu³	ḳhu³			275	ḳ h u ³
1302	Atsi	pound (verb)	Atsi	278	thúŋ	thúŋ			276	t h ú ŋ
1303	Maru	pound (verb)	Maru	278	thòŋ	thòŋ			276	t h ò ŋ
1304	Proto-Burmish	pound (verb)	PB	278	thoŋ²ᶜ	thoŋ²ᶜ			276	t h o ŋ ²ᶜ
1305	Rangoon	pound (verb)	Spoken Burmese	278	thâun	thâun			276	t h â u n
1306	Akha	price	Akha	279	pø̀	pø̀			277	p ø̀
1307	Atsi	price	Atsi	279	phàu	phàu			277	p h à u
1308	Lisu	price	Lisu	279	phù̸	phù̸			277	p h ù̸
1309	Proto-Burmish	price	PB	279	pho²	pho²			277	p h o ²
1310	Proto-Lolo	price	PL	279	pho²	pho²			277	p h o ²
1311	Proto-Lolo-Burmese	price	PLB	279	pho²	pho²			277	p h o ²
1312	Rangoon	price	Spoken Burmese	279	ăphôu	ăphôu			277	ă + p h ô u
1313	Atsi	pull	Atsi	280	šê	šê			278	š ê
1314	Maru	pull	Maru	280	šè	šè			278	š è
1315	Proto-Burmish	pull	PB	280	še¹ᵃ	še¹ᵃ			278	š e ¹ᵃ
1316	Akha	pus	Akha	281	byɔ́n	byɔ́n	PL: Ak		279	b yɔ́ n
1317	Atsi	pus	Atsi	281	pyîŋ	pyîŋ	PL: Ak		279	p y î ŋ
1318	Proto-Burmish	pus	PB	281	pyiŋ¹ᵃ	pyiŋ¹ᵃ	PL: Ak		279	p yi ŋ ¹ᵃ
1319	Proto-Lolo	pus	PL	281	byiŋ¹	byiŋ¹	PL: Ak		279	b yi ŋ ¹
1320	Proto-Lolo-Burmese	pus	PLB	281	pyiŋ¹ᵃ	pyiŋ¹ᵃ	PL: Ak		279	p yi ŋ ¹ᵃ
1321	Rangoon	pus	Spoken Burmese	281	pyí	pyí	PL: Ak		279	p yí
1322	Atsi	push	Atsi	282	cʔún	cʔún	Atsi: I		280	c ʔ ú n
1323	Maru	push	Maru	282	tùm	tùm	Atsi: I		280	t ù m
1324	Proto-Burmish	push	PB	282	tun¹ᶜ	tun¹ᶜ	Atsi: I		280	t u n ¹ᶜ
1325	Rangoon	push	Spoken Burmese	282	tûn	tûn	Atsi: I		280	t û n
1326	Atsi	rain	Atsi	283	vô	vô			281	v ô
1327	Maru	rain	Maru	283	mùkγù	mùkγù			281	m ù k + γ ù
1328	Proto-Burmish	rain	PB	283	γwa¹ᵃ	γwa¹ᵃ			281	 + γ w a ¹ᵃ
1329	Rangoon	rain	Spoken Burmese	283	ywá	ywá			281	y + w á
1330	Maru	rat-1	Maru	284	γùt	γùt	PB: CB		282	 + γ ù t
1331	Proto-Burmish	rat-1	PB	284	kγVS	kγVS	PB: CB		282	k γ V S
1332	Rangoon	rat-1	Spoken Burmese	284	cweʔ	cweʔ	PB: CB		282	c w e ʔ
1333	Akha	rat-2	Akha	285	xɔ̄ʔcāʔ	xɔ̄ʔcāʔ			283	x ɔ̄ ʔ + c ā ʔ
1334	Proto-Lolo	rat-2	PL	285	chaʔ¹	chaʔ¹			283	c h a ʔ ¹
1335	Atsi	red-1	Atsi	286	nê	nê	BSB: F		284	n ê
1336	Maru	red-1	Maru	286	nè	nè	BSB: F		284	n è
1337	Proto-Burmish	red-1	PB	286	ne¹ᵃ	ne¹ᵃ	BSB: F		284	n e ¹ᵃ
1338	Rangoon	red-1	Spoken Burmese	286	ní	ní	BSB: F		284	n í
1339	Akha	red-2	Akha	287	né	né			285	n é
1340	Lisu	red-2	Lisu	287	nî	nî			285	n î
1341	Proto-Lolo	red-2	PL	287	nʔe¹	nʔe¹			285	n ʔ e ¹
1342	Akha	remember	Akha	288	nø̀tà	nø̀tà			286	n ø̀ + t à
1343	Proto-Lolo	remember	PL	288	no²	no²			286	n o ²
1344	Atsi	repay	Atsi	289	tshap	tshap			287	t s + h a p
1345	Proto-Burmish	repay	PB	289	tshap	tshap			287	t s + h a p
1346	Rangoon	repay	Spoken Burmese	289	shaʔ	shaʔ			287	s h a ʔ
1347	Akha	rest	Akha	290	γànà	γànà	Maru: I		288	 + γ à + n à
1348	Atsi	rest	Atsi	290	nó	nó	Maru: I		288	n ó
1349	Lisu	rest	Lisu	290	nà	nà	Maru: I		288	n à
1350	Maru	rest	Maru	290	ŋō	ŋō	Maru: I		288	ŋ ō
1351	Proto-Burmish	rest	PB	290	na²	na²	Maru: I		288	n a ²
1352	Proto-Lolo	rest	PL	290	na²	na²	Maru: I		288	n a ²
1353	Proto-Lolo-Burmese	rest	PLB	290	na²	na²	Maru: I		288	n a ²
1354	Rangoon	rest	Spoken Burmese	290	nâ	nâ	Maru: I		288	n â
1363	Lisu	rice (cooked)	Lisu	293	dzā	dzā	PB: Maru; Lahu: 'rice plant' (cf. 'tree')		291	d z ā
1364	Maru	rice (cooked)	Maru	293	tsò	tsò	PB: Maru; Lahu: 'rice plant' (cf. 'tree')		291	t s ò
1365	Proto-Burmish	rice (cooked)	PB	293	tsa¹	tsa¹	PB: Maru; Lahu: 'rice plant' (cf. 'tree')		291	t s a ¹
1366	Proto-Lolo	rice (cooked)	PL	293	dza¹	dza¹	PB: Maru; Lahu: 'rice plant' (cf. 'tree')		291	d z a ¹
1367	Proto-Lolo-Burmese	rice (cooked)	PLB	293	tsa¹	tsa¹	PB: Maru; Lahu: 'rice plant' (cf. 'tree')		291	t s a ¹
1368	Lisu	rice (glutinous)	Lisu	294	dzānù	dzānù	PB: C		292	d z ā + n ù
1369	Proto-Lolo	rice (glutinous)	PL	294	dza¹no²	dza¹no²	PB: C		292	d z a ¹ + n o ²
1359	Atsi	rice (husked)	Atsi	292	chín	chín	PB: C; Atsi: F		290	c h í n
1360	Maru	rice (husked)	Maru	292	chìn	chìn	PB: C; Atsi: F		290	c h ì n
1361	Proto-Burmish	rice (husked)	PB	292	thlan¹ᵇ	thlan¹ᵇ	PB: C; Atsi: F		290	t h l a n ¹ᵇ
1362	Rangoon	rice (husked)	Spoken Burmese	292	shán	shán	PB: C; Atsi: F		290	s h á n
1355	Atsi	rice (paddy)	Atsi	291	kuʔ	kuʔ			289	k u ʔ
1356	Maru	rice (paddy)	Maru	291	kòk	kòk			289	k ò k
1357	Proto-Burmish	rice (paddy)	PB	291	kok	kok			289	k o k
1358	Rangoon	rice (paddy)	Spoken Burmese	291	kauʔ	kauʔ			289	k au ʔ
1370	Atsi	rice beer	Atsi	295	íphè	íphè			293	í + p h è
1371	Maru	rice beer	Maru	295	ìt	ìt			293	ì t
1372	Proto-Burmish	rice beer	PB	295	ei¹ᵇ	ei¹ᵇ			293	ei ¹ᵇ
1373	Akha	ride (horse)	Akha	296	dzì	dzì			294	d z ì
1374	Lisu	ride (horse)	Lisu	296	dzə̀	dzə̀			294	d z ə̀
1375	Proto-Lolo	ride (horse)	PL	296	dzi²	dzi²			294	d z i ²
1376	Atsi	right (hand)	Atsi	297	loʔyô	loʔyô			295	l o + ʔ y ô
1377	Maru	right (hand)	Maru	297	yò	yò			295	y ò
1378	Proto-Burmish	right (hand)	PB	297	ya¹ᵃ	ya¹ᵃ			295	ya ¹ᵃ
1379	Rangoon	right (hand)	Spoken Burmese	297	yá	yá			295	yá
1380	Atsi	ripe-1	Atsi	298	mʔyíŋ	mʔyíŋ	Atsi: T		296	m ʔ yí ŋ
1381	Maru	ripe-1	Maru	298	mʔáŋ	mʔáŋ	Atsi: T		296	m ʔ á ŋ
1382	Proto-Burmish	ripe-1	PB	298	mʔiŋ³	mʔiŋ³	Atsi: T		296	m ʔ i ŋ ³
1383	Rangoon	ripe-1	Spoken Burmese	298	hmè	hmè	Atsi: T		296	h m è
1384	Akha	ripe-2	Akha	299	myɔ̄n	myɔ̄n			297	m yɔ̄ n
1385	Lisu	ripe-2	Lisu	299	mî	mî			297	m î
1386	Proto-Lolo	ripe-2	PL	299	myiŋ³	myiŋ³			297	m yi ŋ ³
1387	Akha	river	Akha	300	lɔ́	lɔ́	PB: At		298	l ɔ́
1388	Atsi	river	Atsi	300	lâŋ	lâŋ	PB: At		298	l â ŋ
1389	Lisu	river	Lisu	300	lɔ̄	lɔ̄	PB: At		298	l ɔ̄
1390	Proto-Burmish	river	PB	300	laŋ¹	laŋ¹	PB: At		298	l a ŋ ¹
1391	Proto-Lolo	river	PL	300	lɔ¹	lɔ¹	PB: At		298	l ɔ ¹
1392	Proto-Lolo-Burmese	river	PLB	300	laŋ¹	laŋ¹	PB: At		298	l a ŋ ¹
1393	Atsi	road (classifier)	Atsi	301	khyó	khyó			299	k h y ó
1394	Maru	road (classifier)	Maru	301	khyò	khyò			299	k h y ò
1395	Proto-Burmish	road (classifier)	PB	301	khya¹ᵇ	khya¹ᵇ			299	k h ya ¹ᵇ
1396	Atsi	roast	Atsi	302	phut	phut			300	p h u t
1397	Proto-Burmish	roast	PB	302	phut	phut			300	p h u t
1398	Rangoon	roast	Spoken Burmese	302	phouʔ	phouʔ			300	p h ou ʔ
1399	Atsi	root	Atsi	303	ămyit	ămyit			301	ă + m yi t
1400	Proto-Burmish	root	PB	303	myit	myit			301	m yi t
1401	Rangoon	root	Spoken Burmese	303	myiʔ	myiʔ			301	m yi ʔ
1402	Akha	rotten	Akha	304	yɔ̄bùʔ	yɔ̄bùʔ	Maru: T; PL: Ak		302	yɔ̄ + b ù ʔ
1403	Atsi	rotten	Atsi	304	pup	pup	Maru: T; PL: Ak		302	p u p
1404	Maru	rotten	Maru	304	páp	páp	Maru: T; PL: Ak		302	p á p
1405	Proto-Burmish	rotten	PB	304	pup	pup	Maru: T; PL: Ak		302	p u p
1406	Proto-Lolo	rotten	PL	304	buʔ¹	buʔ¹	Maru: T; PL: Ak		302	b u ʔ ¹
1407	Proto-Lolo-Burmese	rotten	PLB	304	pup¹	pup¹	Maru: T; PL: Ak		302	p u p ¹
1408	Rangoon	rotten	Spoken Burmese	304	pouʔ	pouʔ	Maru: T; PL: Ak		302	p ou ʔ
1409	Akha	rough	Akha	305	yɔsāʔ	yɔsāʔ			303	yɔ + s ā ʔ
1410	Proto-Lolo	rough	PL	305	saʔ²	saʔ²			303	s a ʔ ²
1415	Lisu	round (verb)	Lisu	307	yílúlú	yílúlú			305	yí + l ú + l ú
1416	Proto-Lolo	round (verb)	PL	307	lʔum²	lʔum²			305	l ʔ u m ²
1411	Atsi	round object (classifier)	Atsi	306	lʔùm	lʔùm	Atsi: I		304	l ʔ ù m
1412	Maru	round object (classifier)	Maru	306	lām	lām	Atsi: I		304	l ā m
1413	Proto-Burmish	round object (classifier)	PB	306	lum²	lum²	Atsi: I		304	l u m ²
1414	Rangoon	round object (classifier)	Spoken Burmese	306	lôun	lôun	Atsi: I		304	l ô u n
1417	Atsi	rule	Atsi	308	tsáu	tsáu			306	t s áu
1418	Proto-Burmish	rule	PB	308	tso²	tso²			306	t s o ²
1419	Rangoon	rule	Spoken Burmese	308	sôuzán	sôuzán			306	s ô u + z á n
1420	Atsi	salt	Atsi	309	tshò	tshò			307	t s + h ò
1421	Maru	salt	Maru	309	tshō	tshō			307	t s + h ō
1422	Proto-Burmish	salt	PB	309	tsha²	tsha²			307	t s + h a ²
1423	Rangoon	salt	Spoken Burmese	309	shâ	shâ			307	s h â
1424	Atsi	sand-1	Atsi	310	sèmúi	sèmúi		Atsi: only 1st syl cognate; Burling should have PL: La but doesn't	308	s è + m úi
1425	Proto-Burmish	sand-1	PB	310	se²	se²		Atsi: only 1st syl cognate; Burling should have PL: La but doesn't	308	s e ²
1426	Proto-Lolo	sand-1	PL	310	se²	se²		Atsi: only 1st syl cognate; Burling should have PL: La but doesn't	308	s e ²
1427	Proto-Lolo-Burmese	sand-1	PLB	310	se²	se²		Atsi: only 1st syl cognate; Burling should have PL: La but doesn't	308	s e ²
1428	Rangoon	sand-1	Spoken Burmese	310	θê	θê		Atsi: only 1st syl cognate; Burling should have PL: La but doesn't	308	θ ê
1429	Atsi	sand-2	Atsi	311	sèmúi	sèmúi		Atsi: only 2nd syl cognate	309	s è + m úi
1430	Maru	sand-2	Maru	311	màchò	màchò		Atsi: only 2nd syl cognate	309	m à + c h ò
1431	Proto-Burmish	sand-2	PB	311	mwei¹ᵇ	mwei¹ᵇ		Atsi: only 2nd syl cognate	309	m w ei ¹ᵇ
